 ,Area,Mean,Min,Max,X,Y
1,0.000,47,47,47,2.458,0.521
2,0.000,121,121,121,1.592,0.856
3,0.000,12,12,12,0.606,1.175
4,0.000,124,124,124,0.634,1.453
5,0.000,149,149,149,0.314,0.745
6,0.000,65,65,65,2.689,1.661
7,0.000,90,90,90,3.884,0.384
8,0.000,128,128,128,4.564,0.120
9,0.000,58,58,58,4.314,0.870
10,0.000,168,168,168,3.800,1.745
11,0.000,146,146,146,4.717,2.078
12,0.000,94,94,94,4.120,2.439
13,0.000,118,118,118,4.925,2.731
14,0.000,126,126,126,1.092,7.023
15,0.000,148,148,148,0.495,9.161
16,0.000,189,189,189,0.828,9.467
17,0.000,75,75,75,1.273,9.689
18,0.000,140,140,140,1.898,9.273
19,0.000,244,244,244,0.814,8.745
20,0.000,164,164,164,6.120,6.606
21,0.000,89,89,89,4.703,9.800
22,0.000,238,238,238,6.203,8.273
23,0.000,55,55,55,6.634,8.953
24,0.000,129,129,129,7.967,8.384
25,0.000,119,119,119,8.523,9.300
26,0.000,71,71,71,9.134,10.273
27,0.000,109,109,109,9.370,7.036
28,0.000,119,119,119,8.356,7.134
29,0.000,74,74,74,8.509,6.425
30,0.000,140,140,140,8.634,5.786
31,0.000,165,165,165,10.328,5.814
32,0.000,159,159,159,10.509,6.648
33,0.000,137,137,137,10.384,5.023
34,0.000,87,87,87,10.953,4.411
35,0.000,84,84,84,12.092,7.036
36,0.000,131,131,131,12.370,6.759
37,0.000,136,136,136,12.009,5.898
38,0.000,152,152,152,12.092,4.981
39,0.000,44,44,44,12.245,4.300
40,0.000,90,90,90,12.773,4.231
41,0.000,141,141,141,12.300,3.148
42,0.000,117,117,117,13.148,5.828
43,0.000,114,114,114,13.495,4.981
44,0.000,124,124,124,13.078,6.828
45,0.000,96,96,96,13.217,7.453
46,0.000,108,108,108,13.925,7.911
47,0.000,122,122,122,14.411,8.231
48,0.000,135,135,135,13.773,8.967
49,0.000,17,17,17,13.203,9.161
50,0.000,112,112,112,12.800,8.981
51,0.000,136,136,136,13.924,3.087
52,0.000,113,113,113,14.605,3.782
53,0.000,129,129,129,14.364,2.307
54,0.000,132,132,132,14.179,1.555
55,0.000,17,17,17,13.910,1.513
56,0.000,132,132,132,14.222,1.966
