 ,Area,Mean,Min,Max,X,Y
1,0.000,0,0,0,1.042,0.396
2,0.000,0,0,0,1.231,0.620
3,0.000,98,98,98,1.036,0.842
4,0.000,61,61,61,1.245,1.203
5,0.000,166,166,166,0.495,1.064
6,0.000,43,43,43,0.661,1.620
7,0.000,88,88,88,0.425,3.509
8,0.000,155,155,155,0.731,3.842
9,0.000,140,140,140,1.536,3.092
10,0.000,2,2,2,2.175,2.925
11,0.000,86,86,86,2.342,2.106
12,0.000,0,0,0,2.036,1.134
13,0.000,87,87,87,2.814,1.953
14,0.000,253,253,253,2.675,0.106
15,0.000,16,16,16,3.328,0.634
16,0.000,193,193,193,3.814,0.939
17,0.000,12,12,12,4.314,1.661
18,0.000,1,1,1,4.092,1.773
19,0.000,195,195,195,3.884,2.550
20,0.000,118,118,118,3.939,3.120
21,0.000,104,104,104,3.189,3.300
22,0.000,106,106,106,3.050,2.884
23,0.000,103,103,103,2.759,4.592
24,0.000,8,8,8,3.328,4.661
25,0.000,181,181,181,3.898,4.495
26,0.000,65,65,65,4.342,3.925
27,0.000,75,75,75,4.786,3.898
28,0.000,117,117,117,0.245,6.439
29,0.000,149,149,149,0.161,6.036
30,0.000,52,52,52,0.203,8.078
31,0.000,48,48,48,0.370,8.231
32,0.000,66,66,66,0.773,8.814
33,0.000,1,1,1,0.828,10.648
34,0.000,133,133,133,1.814,7.550
35,0.000,127,127,127,1.925,6.467
36,0.000,128,128,128,3.495,7.536
37,0.000,108,108,108,3.342,6.745
38,0.000,95,95,95,3.606,6.731
39,0.000,89,89,89,3.384,6.467
40,0.000,133,133,133,4.328,7.023
41,0.000,0,0,0,4.592,7.286
42,0.000,91,91,91,5.050,7.398
43,0.000,166,166,166,5.453,7.398
44,0.000,0,0,0,4.773,5.925
45,0.000,151,151,151,4.314,8.036
46,0.000,232,232,232,3.911,8.648
47,0.000,181,181,181,4.439,8.842
48,0.000,3,3,3,4.245,9.064
49,0.000,195,195,195,3.675,9.564
50,0.000,112,112,112,4.467,10.175
51,0.000,43,43,43,5.398,9.370
52,0.000,113,113,113,5.495,8.328
53,0.000,103,103,103,6.050,7.675
54,0.000,113,113,113,6.384,8.217
55,0.000,94,94,94,6.800,8.328
56,0.000,188,188,188,6.842,7.453
57,0.000,216,216,216,6.884,9.009
58,0.000,166,166,166,7.911,9.439
59,0.000,50,50,50,8.078,10.064
60,0.000,134,134,134,8.773,10.078
61,0.000,106,106,106,8.648,10.384
62,0.000,98,98,98,8.898,10.453
63,0.000,129,129,129,7.550,6.842
64,0.000,110,110,110,6.425,6.106
65,0.000,222,222,222,6.259,5.828
66,0.000,192,192,192,6.675,5.328
67,0.000,176,176,176,5.814,5.273
68,0.000,81,81,81,5.870,4.884
69,0.000,211,211,211,6.411,4.620
70,0.000,121,121,121,6.675,4.689
71,0.000,103,103,103,5.786,4.495
72,0.000,155,155,155,5.578,3.939
73,0.000,52,52,52,5.134,2.370
74,0.000,136,136,136,5.439,1.161
75,0.000,123,123,123,5.689,0.703
76,0.000,25,25,25,5.995,1.800
77,0.000,213,213,213,7.175,1.648
78,0.000,70,70,70,7.467,1.078
79,0.000,101,101,101,8.175,1.106
80,0.000,161,161,161,9.023,0.328
81,0.000,130,130,130,9.509,1.078
82,0.000,179,179,179,9.009,1.759
83,0.000,82,82,82,9.273,2.231
84,0.000,160,160,160,10.148,1.134
85,0.000,81,81,81,10.745,1.203
86,0.000,115,115,115,11.370,0.967
87,0.000,180,180,180,12.134,0.300
88,0.000,130,130,130,12.134,1.384
89,0.000,163,163,163,13.314,1.161
90,0.000,104,104,104,13.911,1.717
91,0.000,24,24,24,13.273,2.217
92,0.000,105,105,105,13.661,3.175
93,0.000,72,72,72,12.731,2.523
94,0.000,82,82,82,12.148,1.911
95,0.000,118,118,118,11.842,1.828
96,0.000,47,47,47,11.620,1.286
97,0.000,71,71,71,11.814,2.370
98,0.000,0,0,0,11.953,2.842
99,0.000,134,134,134,11.009,2.495
100,0.000,89,89,89,11.314,2.870
101,0.000,66,66,66,9.967,4.148
102,0.000,72,72,72,8.759,3.870
103,0.000,154,154,154,8.759,5.425
104,0.000,54,54,54,9.509,5.550
105,0.000,24,24,24,10.023,5.606
106,0.000,12,12,12,9.842,4.995
107,0.000,94,94,94,9.578,7.384
108,0.000,66,66,66,11.592,5.981
109,0.000,66,66,66,11.092,4.981
110,0.000,50,50,50,11.745,4.203
111,0.000,24,24,24,12.981,3.856
112,0.000,152,152,152,14.161,3.939
113,0.000,82,82,82,14.592,4.481
114,0.000,104,104,104,13.953,4.995
115,0.000,155,155,155,14.578,6.286
116,0.000,56,56,56,13.286,6.911
117,0.000,106,106,106,13.425,7.523
118,0.000,31,31,31,14.314,8.384
119,0.000,38,38,38,14.106,8.745
120,0.000,58,58,58,14.536,9.092
121,0.000,5,5,5,14.634,10.036
122,0.000,106,106,106,14.370,10.689
123,0.000,82,82,82,14.064,10.745
