 ,Area,Mean,Min,Max,X,Y
1,0.000,137,137,137,4.042,1.438
2,0.000,38,38,38,4.903,1.555
3,0.000,117,117,117,4.846,0.690
4,0.000,38,38,38,4.108,0.704
5,0.000,153,153,153,5.768,0.548
6,0.000,84,84,84,6.293,1.101
7,0.000,209,209,209,5.952,1.300
8,0.000,35,35,35,6.193,1.782
9,0.000,98,98,98,0.364,2.874
10,0.000,105,105,105,0.364,3.399
11,0.000,216,216,216,1.059,4.988
12,0.000,168,168,168,1.314,5.513
13,0.000,126,126,126,3.044,7.243
14,0.000,118,118,118,2.619,6.576
15,0.000,167,167,167,2.023,6.676
16,0.000,80,80,80,1.711,6.959
17,0.000,75,75,75,1.356,6.860
18,0.000,148,148,148,0.690,6.747
19,0.000,83,83,83,0.321,5.966
20,0.000,117,117,117,0.208,7.059
21,0.000,159,159,159,1.101,8.250
22,0.000,58,58,58,2.094,8.335
23,0.000,54,54,54,1.456,9.286
24,0.000,131,131,131,1.754,9.385
25,0.000,142,142,142,1.697,10.278
26,0.000,23,23,23,2.321,10.633
27,0.000,183,183,183,2.066,10.236
28,0.000,95,95,95,1.896,10.661
29,0.000,49,49,49,0.066,8.605
30,0.000,80,80,80,5.115,7.881
31,0.000,177,177,177,5.498,8.832
32,0.000,52,52,52,5.981,8.747
33,0.000,189,189,189,5.711,9.385
34,0.000,118,118,118,6.477,9.044
35,0.000,138,138,138,7.825,9.555
36,0.000,82,82,82,8.137,10.562
37,0.000,142,142,142,7.711,8.747
38,0.000,154,154,154,6.108,6.959
39,0.000,150,150,150,5.583,6.974
40,0.000,101,101,101,6.406,6.619
41,0.000,163,163,163,6.747,6.364
42,0.000,50,50,50,7.513,6.080
43,0.000,120,120,120,7.768,6.435
44,0.000,158,158,158,8.520,6.605
45,0.000,175,175,175,8.179,6.690
46,0.000,174,174,174,8.463,6.066
47,0.000,139,139,139,8.591,5.456
48,0.000,13,13,13,8.732,4.988
49,0.000,122,122,122,9.059,5.158
50,0.000,60,60,60,9.583,5.059
51,0.000,108,108,108,9.654,5.952
52,0.000,162,162,162,9.101,6.576
53,0.000,208,208,208,8.108,5.087
54,0.000,44,44,44,8.718,7.413
55,0.000,124,124,124,8.832,7.739
56,0.000,45,45,45,8.775,8.193
57,0.000,1,1,1,8.222,8.250
58,0.000,101,101,101,8.449,10.619
59,0.000,153,153,153,10.364,9.257
60,0.000,206,206,206,11.541,10.179
61,0.000,176,176,176,11.158,8.789
62,0.000,116,116,116,11.995,8.619
63,0.000,49,49,49,13.286,9.569
64,0.000,147,147,147,13.200,7.498
65,0.000,64,64,64,12.080,7.427
66,0.000,21,21,21,12.562,7.356
67,0.000,136,136,136,12.718,6.775
68,0.000,134,134,134,13.342,6.576
69,0.000,156,156,156,14.406,4.463
70,0.000,89,89,89,13.413,2.676
71,0.000,1,1,1,12.846,1.768
72,0.000,128,128,128,13.271,1.910
73,0.000,1,1,1,9.739,3.442
74,0.000,138,138,138,9.924,2.817
75,0.000,93,93,93,9.626,2.974
76,0.000,116,116,116,9.144,3.200
77,0.000,150,150,150,9.115,2.562
78,0.000,150,150,150,8.761,2.803
79,0.000,164,164,164,8.293,2.463
80,0.000,162,162,162,7.725,1.924
81,0.000,87,87,87,8.690,2.023
82,0.000,134,134,134,8.860,1.555
83,0.000,142,142,142,8.888,1.087
84,0.000,131,131,131,9.101,0.931
85,0.000,153,153,153,8.477,1.158
86,0.000,119,119,119,9.583,1.413
87,0.000,183,183,183,9.442,2.151
88,0.000,131,131,131,9.896,2.406
89,0.000,180,180,180,10.193,1.669
