 ,Area,Mean,Min,Max,X,Y
1,0.000,131,131,131,0.948,1.177
2,0.000,66,66,66,0.605,1.470
3,0.000,85,85,85,0.576,1.966
4,0.000,141,141,141,0.094,2.491
5,0.000,118,118,118,0.165,1.342
6,0.000,103,103,103,0.037,0.803
7,0.000,96,96,96,4.009,2.179
8,0.000,120,120,120,4.193,4.392
9,0.000,126,126,126,4.349,5.215
10,0.000,110,110,110,4.747,4.690
11,0.000,100,100,100,5.328,5.598
12,0.000,122,122,122,5.938,5.200
13,0.000,130,130,130,5.555,2.080
14,0.000,150,150,150,5.739,2.732
15,0.000,130,130,130,5.952,2.491
16,0.000,98,98,98,6.364,2.520
17,0.000,62,62,62,6.193,2.165
18,0.000,153,153,153,6.094,1.853
19,0.000,120,120,120,7.356,3.513
20,0.000,252,252,252,7.640,4.066
21,0.000,110,110,110,7.243,4.449
22,0.000,74,74,74,6.959,4.888
23,0.000,76,76,76,6.605,5.073
24,0.000,74,74,74,8.023,5.399
25,0.000,185,185,185,7.484,5.598
26,0.000,57,57,57,7.952,3.924
27,0.000,92,92,92,8.321,3.598
28,0.000,124,124,124,8.803,3.385
29,0.000,78,78,78,8.661,2.562
30,0.000,62,62,62,8.236,2.307
31,0.000,85,85,85,8.576,2.108
32,0.000,110,110,110,8.491,1.640
33,0.000,106,106,106,8.009,1.598
34,0.000,84,84,84,8.576,0.817
35,0.000,116,116,116,8.888,1.073
36,0.000,150,150,150,9.059,1.442
37,0.000,128,128,128,9.044,1.683
38,0.000,124,124,124,9.399,1.711
39,0.000,114,114,114,9.172,2.349
40,0.000,126,126,126,9.555,2.888
41,0.000,91,91,91,9.442,3.498
42,0.000,149,149,149,9.669,3.995
43,0.000,146,146,146,10.137,4.392
44,0.000,206,206,206,9.938,3.300
45,0.000,150,150,150,10.491,3.200
46,0.000,157,157,157,11.172,3.385
47,0.000,127,127,127,11.286,2.676
48,0.000,187,187,187,10.676,2.832
49,0.000,65,65,65,10.832,2.349
50,0.000,108,108,108,10.591,1.782
51,0.000,97,97,97,10.278,1.371
52,0.000,146,146,146,10.619,0.988
53,0.000,136,136,136,9.626,0.307
54,0.000,6,6,6,12.974,0.151
55,0.000,140,140,140,14.052,4.080
56,0.000,134,134,134,13.924,4.463
57,0.000,176,176,176,14.349,4.548
58,0.000,84,84,84,14.349,5.059
59,0.000,75,75,75,14.052,5.328
60,0.000,88,88,88,13.215,9.427
61,0.000,121,121,121,12.846,9.484
62,0.000,135,135,135,13.200,9.867
63,0.000,249,249,249,10.605,6.236
64,0.000,168,168,168,11.172,5.966
65,0.000,78,78,78,10.860,5.640
66,0.000,152,152,152,9.711,2.052
67,0.000,90,90,90,2.931,9.910
68,0.000,134,134,134,5.924,10.108
69,0.000,122,122,122,6.534,10.520
70,0.000,114,114,114,6.988,10.732
71,0.000,6,6,6,6.151,10.505
72,0.000,146,146,146,5.385,10.761
73,0.000,92,92,92,5.683,10.789
74,0.000,114,114,114,6.094,10.803
