 ,Area,Mean,Min,Max,X,Y
1,0.000,90,90,90,1.792,0.958
2,0.000,150,150,150,1.810,0.349
3,0.000,158,158,158,1.030,0.080
4,0.000,135,135,135,0.236,1.073
5,0.000,146,146,146,1.300,1.669
6,0.000,140,140,140,1.087,2.307
7,0.000,65,65,65,1.754,2.505
8,0.000,114,114,114,1.115,3.215
9,0.000,1,1,1,0.264,3.059
10,0.000,72,72,72,0.959,4.108
11,0.000,91,91,91,1.484,4.378
12,0.000,114,114,114,2.364,3.555
13,0.000,116,116,116,3.314,4.080
14,0.000,49,49,49,3.896,3.881
15,0.000,153,153,153,0.307,5.286
16,0.000,219,219,219,0.349,5.513
17,0.000,74,74,74,0.208,6.023
18,0.000,51,51,51,0.548,6.151
19,0.000,154,154,154,0.690,6.832
20,0.000,84,84,84,0.548,7.087
21,0.000,90,90,90,0.704,7.328
22,0.000,131,131,131,0.193,7.342
23,0.000,129,129,129,0.491,8.023
24,0.000,96,96,96,1.158,7.981
25,0.000,74,74,74,0.122,8.420
26,0.000,128,128,128,0.832,10.278
27,0.000,125,125,125,0.633,10.491
28,0.000,153,153,153,1.966,9.172
29,0.000,76,76,76,3.158,10.080
30,0.000,123,123,123,2.718,10.534
31,0.000,165,165,165,2.505,10.477
32,0.000,48,48,48,4.747,9.115
33,0.000,67,67,67,4.520,8.860
34,0.000,84,84,84,3.725,8.449
35,0.000,184,184,184,3.044,7.768
36,0.000,109,109,109,2.647,7.498
37,0.000,75,75,75,2.534,8.037
38,0.000,123,123,123,2.151,6.888
39,0.000,98,98,98,2.066,5.839
40,0.000,168,168,168,2.307,6.009
41,0.000,92,92,92,3.981,5.484
42,0.000,138,138,138,4.761,5.683
43,0.000,39,39,39,5.697,5.484
44,0.000,115,115,115,6.307,5.215
45,0.000,71,71,71,5.910,6.151
46,0.000,14,14,14,6.335,6.052
47,0.000,161,161,161,6.066,6.888
48,0.000,79,79,79,6.349,6.647
49,0.000,159,159,159,6.505,6.931
50,0.000,204,204,204,6.165,7.683
51,0.000,2,2,2,6.903,7.484
52,0.000,85,85,85,7.101,7.739
53,0.000,163,163,163,7.087,8.463
54,0.000,16,16,16,8.080,8.094
55,0.000,72,72,72,8.193,7.229
56,0.000,64,64,64,8.080,6.789
57,0.000,5,5,5,7.243,6.803
58,0.000,5,5,5,7.101,6.988
59,0.000,68,68,68,7.314,4.761
60,0.000,64,64,64,6.406,4.193
61,0.000,127,127,127,5.938,2.236
62,0.000,139,139,139,4.747,2.094
63,0.000,165,165,165,3.839,0.732
64,0.000,120,120,120,4.349,1.030
65,0.000,112,112,112,5.002,1.130
66,0.000,110,110,110,5.513,0.548
67,0.000,56,56,56,5.952,0.264
68,0.000,100,100,100,6.335,1.158
69,0.000,132,132,132,5.782,1.456
70,0.000,176,176,176,6.449,1.697
71,0.000,187,187,187,7.073,1.371
72,0.000,157,157,157,7.286,1.839
73,0.000,98,98,98,7.314,0.605
74,0.000,41,41,41,8.732,6.931
75,0.000,178,178,178,9.371,6.661
76,0.000,174,174,174,10.023,5.739
77,0.000,128,128,128,10.137,6.321
78,0.000,119,119,119,10.066,6.974
79,0.000,167,167,167,8.817,5.654
80,0.000,136,136,136,8.931,4.534
81,0.000,186,186,186,9.470,3.498
82,0.000,131,131,131,9.598,2.562
83,0.000,26,26,26,10.137,4.491
84,0.000,203,203,203,11.513,3.910
85,0.000,106,106,106,11.612,5.810
86,0.000,161,161,161,11.413,6.208
87,0.000,186,186,186,11.115,6.449
88,0.000,113,113,113,11.413,6.846
89,0.000,143,143,143,11.115,6.974
90,0.000,126,126,126,11.598,7.257
91,0.000,223,223,223,11.796,7.200
92,0.000,165,165,165,12.761,10.477
93,0.000,135,135,135,13.810,10.534
94,0.000,27,27,27,14.378,10.534
95,0.000,80,80,80,13.470,9.796
96,0.000,97,97,97,13.243,9.286
97,0.000,118,118,118,13.640,6.293
98,0.000,93,93,93,13.243,6.023
99,0.000,233,233,233,14.605,6.548
100,0.000,167,167,167,14.619,5.300
101,0.000,196,196,196,13.938,4.392
102,0.000,193,193,193,13.229,4.832
103,0.000,103,103,103,13.101,4.307
104,0.000,79,79,79,13.087,3.754
105,0.000,109,109,109,12.548,4.137
106,0.000,92,92,92,12.193,4.505
107,0.000,145,145,145,13.995,3.130
108,0.000,87,87,87,14.633,2.562
109,0.000,54,54,54,13.839,1.725
110,0.000,82,82,82,14.349,1.456
111,0.000,53,53,53,13.158,2.406
112,0.000,116,116,116,12.917,1.626
113,0.000,117,117,117,12.293,2.009
114,0.000,48,48,48,11.796,2.165
115,0.000,81,81,81,12.179,2.959
116,0.000,41,41,41,11.754,3.144
117,0.000,128,128,128,11.101,2.122
118,0.000,99,99,99,10.690,1.654
119,0.000,0,0,0,11.257,1.257
120,0.000,184,184,184,11.413,1.456
121,0.000,168,168,168,11.782,1.300
122,0.000,151,151,151,10.832,0.591
123,0.000,87,87,87,11.555,0.775
124,0.000,148,148,148,12.392,1.016
125,0.000,160,160,160,12.548,0.619
126,0.000,6,6,6,13.059,0.974
127,0.000,134,134,134,13.952,0.661
128,0.000,76,76,76,13.470,0.094
129,0.000,116,116,116,12.037,-0.005
