Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
51,2.5555555,6.277778,5.1666665,3.1666665,9.5555555,7.944444,3.0555555,9.500001,10.666665,2.611111,7.666667,8.5,3,14.16667,12.055555,2.5555555,8.444445,8.7222215,4.166667,8.6111115,9.222222,3.888889,7.1666665,7.055555,2.777778,7.7777775,8.5,2.3333335,4.4444445,4.5555555
54,2.8333335,7.2777775,6.555556,3.611111,10.833335,8.722222,3.9444445,11.555555,11.666665,2.7777775,8.833333,9.3888885,3.277778,15.27778,14.38889,2.9444445,9.111111,9.0000015,4,9.7222205,10.9444435,3.222222,8.8333335,8.8333335,3.444444,9.666666,10.2222245,2.4444445,5.5,6.1666665
57,3.333333,8.277778,8.833333,3.3888885,12.16667,9.7777775,3.9444445,12.22222,13.22222,2.4444445,10.555555,11.277775,3.5,17.055555,16.166665,2.888889,10.444445,11.0555545,4.3333335,11.3333335,13.833335,3.611111,10.277779,11.388885,3.388889,10.6111095,11.444445,2.3333335,6.611111,6.7777775
60,3.388889,10.1111095,10.38889,3.5555555,13.555555,11.77778,4.111111,14.5,16.11111,2.5,11.277775,12.277775,3.8333335,18.277775,17.833335,3.1666665,11.666665,12.333335,4.3333335,14.61111,15.277775,3.9444445,10.722224,12.444445,3.5555555,12.77778,12.777775,3.4444445,8.0555555,7.2222225
63,3.5555555,11.9444445,13.722225,3.388889,14.777775,14.833335,3.6666665,16.38889,18.333335,2.3333335,12.88889,13.5,3.8333335,19.222225,20,3,13.77778,14.611115,4.4444445,16.555555,18.055555,4.222222,12.277775,14.05556,3.722222,14.833335,15.16667,3.9444445,8.666669,8.8888885
66,3.222222,14.11111,16.555555,4,18,17.38889,4.0555555,16.61111,24.055555,2.888889,13.388885,15.333335,4.1111115,22.222225,22.388885,3.388889,14.666665,17.666665,4.7777775,20.277775,20.38889,4.166667,14.5,15.333335,3.833333,19.16667,17.66667,3.4999995,10.055554,11.444445
69,3.833333,16.38889,21.11111,3.8888885,19.77778,18.38889,4.166667,19.333335,26.444445,2.777778,14.055555,16.88889,3.9444445,23.77778,24.333335,3.4444445,16.444445,20.11111,4.9444445,21.833335,22.11111,4.5555555,15.83333,16.61111,3.833333,21.444445,18.27778,3.444444,10.3888885,12.166665
72,4.6111115,19.611115,26.111115,3.611111,21.16667,19.94444,4.611111,20.555555,29.166665,2.833333,15.222225,17.444445,4.111111,24.5,25.11111,3.888889,18.222225,21.833335,5,23.888885,23.722225,4.277778,18.27778,18.944445,4.1666665,22.77778,19.555555,3.7777775,11.38889,12.833335
75,4.9444445,22.33333,31.44444,4.5555555,22.333335,21.833335,4.777778,23.944445,30.555555,3.3333335,16.333335,19.38889,4.833333,26,27.722225,4.2222225,20.5,25.38889,4.9444445,27.333335,26.722225,4.8333335,19.38889,20.38889,4.1666665,23.555555,21.777775,6.8888905,12.55556,14.888885
78,6.5555555,25.72222,36.388885,4.2222225,23.11111,23.944445,5.2777775,26.72222,33,3.277778,18.166665,22.333335,5.1666665,27.72222,29.66667,4.0555555,22.16667,26.166665,5,29,27.77778,5.388889,21.166665,22.27778,3.4444445,24.61111,22.722225,5.2222225,13.666665,15.88889
81,7.111111,29.277775,41.11111,4.611111,24.777775,26.166665,5.388889,28.33333,37.22222,3.666667,20,22.66667,5.0555555,30.5,30.555555,4.7777775,24.33333,28.83333,5.666667,31.11111,29.61111,5.5,24.055555,24.33333,4.2222225,27.222225,24.888885,6.999998,14.66667,18
84,8.0555555,34.88889,46.888885,4.888889,25.944445,27.944445,6.444444,30,39.5,3.8333335,21.444445,23.944445,5.8333335,32.666665,30.66667,5,27.166665,30.555555,6.9444445,34.33333,32,5.7222225,26.944445,26.333335,4.888889,27.555555,26,7.0555555,15.166665,19.444445
87,8.7222225,41.22222,53.333335,5.2222225,26.61111,29.777775,7.2222225,32.277775,40.333335,4.5555555,23.61111,26.11111,5.666667,33.38889,32.944445,5,27.38889,33.277775,6.7777775,35.5,33.83333,6.888889,29.333335,26.833335,5.166667,30.16667,27,6.722222,16.055555,20.22222
90,12.333335,50.666665,61.22222,5.666667,28.833335,30.833335,7.722222,32.88889,43.166665,4.833333,23.83333,27.27778,6.4444445,34.77778,34.16667,5.888889,30.66667,35.277775,7.833333,39.444445,35.77778,6.9444445,30.88889,29,6,32.5,27.833335,6.222222,17.22222,22.611115
93,17.94444,56.222225,68.94445,6.111111,29.61111,32.111115,9.3333325,35,45.722225,6.2777775,23.72222,29.11111,6.722222,36,36,6.888889,31.277775,37.77778,8.8888875,43.33333,37.777775,6.7222225,31.22222,31.66667,7.777778,34.38889,30.722225,7.722222,20.277775,25.444445
96,27.22222,65.83333,75.833335,5.888889,30.666665,31.72222,11.055555,37,47,7.2777775,24.444445,30.61111,8.8888885,37.77778,38.61111,7.2222225,34.5,39.666665,11,45.388885,39.72222,7.6111115,32.444445,33.555555,9.388891,36.61111,31.88889,8,21.055555,25.33333
99,43.22222,77.38889,81.16667,6.277778,31.61111,33.944445,14.055555,39.27778,49.5,8.6111095,25.66667,32.055555,10.33333,39.77778,40.27778,8.8333325,34.166665,41.611115,13.61111,47.722225,41.111115,8.277778,34.777775,34.66667,12.2777795,38.555555,32.5,7.8888875,21.33333,25.833335
102,64.944445,87.388885,86.61111,7.166667,32.833335,35.16667,20.222225,41.555555,51.66667,8.5,26.166665,33,11.444445,41.277775,42.944445,10.61111,34.61111,43.222225,19.83333,50.38889,42.666665,9.8333335,36.555555,36.222225,15.77778,40.666665,33.944445,10.2777795,21.944445,27.444445
105,91.33333,95.888885,94.33333,6.6666665,33.888885,36.944445,27.11111,41.944445,54.111115,9.3888885,27.22222,33.777775,14.388885,42.666665,42.333335,10.88889,37.444445,43.16667,28,50.388885,43.333335,11.72222,40.22222,37.166665,24.22222,40.555555,35.27778,11.5555545,22.38889,28.833335
108,120.3889,108.6667,99.22224,7.277778,34,37.166665,39.666665,43.61111,55.5,12.4444435,28.16667,33.277775,17.555555,46.222225,43.72222,15.27778,38.44444,46.777775,39.722225,54.555555,42.77778,16.38889,40.666665,38.27778,33.77778,43.833335,36.5,14.11111,23.944445,29
111,151.5,122.5,105.1111,9.0555555,34.83333,38.38889,56.055555,47.333335,59.444445,15.5,29.61111,34.77778,24.888885,47.555555,47.72222,21.61111,39.38889,48.77778,56.833335,57.666665,46.5,22.055555,42.444445,39.5,50.444445,45.444445,37.94444,19.88889,24.833335,30.72222
114,180.16665,129.94445,111.77775,9.8333325,35.277775,39.722225,75.611115,47.72222,60.666665,20.055555,30.11111,36.72222,29.11111,48.27778,49.944445,28.555555,42.055555,49.833335,74,58.333335,48,28,44.055555,40.22222,67.277775,46.22222,38.72222,28.055555,25.333335,31.5
117,201.55555,140.1667,112.66665,10.833335,36.222225,40.22222,100.33335,49.388885,62.38889,25.33333,30.83333,38.277775,37,49.61111,50.944445,36.27778,42.5,51.277775,97.88889,60.222225,50.72222,38.555555,44.944445,40.888885,89.16667,47.833335,40.611115,39.444445,25.61111,32.88889
120,223.94445,146.8889,116.7778,12.72222,36.222225,41.27778,126.44445,51.666665,64.44444,32.555555,30.555555,39.833335,48.666665,50.555555,51.77778,43,42.555555,53,122.5,63.333335,51.777775,48.33333,46.666665,42.5,112.22223,50.61111,42.11111,49.055555,26.055555,34.277775
123,239.3333,150.5,117.77775,16.11111,36.666665,42,149.7222,51.666665,65.777775,41.833335,33.27778,41.61111,58.833335,51,54.61111,52.555555,43.944445,52.944445,147.7222,64.94444,53.44444,62.44445,47.44444,43.61111,139.94445,51.944445,43.722225,63.333335,27.88889,35.166665
126,263.16665,158.7222,126.4444,20.11111,37.38889,42.88889,172.66665,55.833335,68.83333,55.055555,33.833335,42.11111,74.88889,54.666665,55.722225,65,46.555555,55.833335,175.0556,71.944445,54.555555,76.722225,50.055555,45.11111,173.22225,55.555555,45.944445,83,30.61111,35.444445
129,273.7778,167.3889,130.1111,25.277775,37.277775,43.22222,201.72225,57.333335,72.11111,62,35.666665,42.944445,88.88889,57.61111,58.166665,77.055555,46.777775,57.444445,199.66665,71.22222,55.16667,94.88891,51,46.88889,197,58.166665,47.222225,98.38887,31.11111,35.388885
132,285.16665,172.94445,132.3889,29,37.444445,43.666665,223.5556,61.38889,73.722225,72.166665,34.444445,43.11111,101.66669,56.83333,57.722225,90.555565,48.444445,59.611115,221.5,74.66667,56.444445,111.83335,52.5,47.38889,210.6111,57.66667,48.88889,117.83333,32.388885,35.27778
135,292.1111,176.77775,134.1111,32.55556,37.72222,44.61111,242.8889,61.88889,75.777775,84.05555,35.83333,42.222225,114.2222,57.88889,59.66667,100.222205,49.11111,60.166665,237.33335,77,58.944445,127.33335,54.11111,48.777775,225.94445,60.833335,49.888885,134.1111,32.277775,34.833335
