Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
0,3.0555555,4.5,3.888889,5.555556,6.4444445,6.111111,6.888889,5.0555555,6.611111,5.5,6.3333335,5.8333335,5.3333335,5.888889,7.388889,5.8888885,5.611111,6.222222,8.0555555,7.7222225,8.9444445,10.3333355,6.5,7.777778,7.0555555,7.5,6.0555555,7.833333,5.3333335,5.1666665
3,3.0555555,4.111111,4.0555555,4.722222,4.388889,4.5,5.277778,4.5,3.0555555,3.888889,5.388889,3.388889,5,4.8333335,5.333333,4.166667,4.666667,4.5555555,5.555555,6.388889,5.3333335,8.055556,4.555556,4.055556,4.388889,5.0555555,4.5,6,2.833333,2.8333335
6,2.2222225,3.611111,3.5555555,3.4999995,3.666667,4.0555555,4.277778,3.7222225,2.277778,2.4444445,5.0000005,3,3.3333335,4.5,4.5,2.6666665,4.111111,3.5,5,4.333333,4.222222,6.166667,3.8333335,3.6111115,3.722222,4.2777775,3.722222,6.4999995,3.111111,2.388889
9,1.888889,3.1666665,2.944444,2.7777775,2.6111115,3.8333335,2.833333,3.666667,2.277778,2.388889,4.7222225,2.5555555,3.3888885,4.4444445,4.777778,2.722222,3.888889,3.0555555,3.6666665,3.222222,3.4444445,5.388889,4.1111115,3,3.1666665,3.9444445,3.6666665,6.5000015,2.3333335,2
12,1.7777775,2.833333,2.8333335,2.5,2.6666665,3.166667,2.611111,3.0555555,2.166667,2.277778,3.4444445,2.666667,2.9444445,3.4444445,3.611111,2.666667,2.777778,2,3.1666665,2.777778,2.333333,4.8333335,3,2.4444445,2.5555555,3.4444445,2.9444445,5.9444445,1.8333335,2.222222
15,2.1111115,2.2777775,2.388889,2.611111,2.4444445,3,2.777778,2.5,2.4444445,2.611111,3.2222225,2.5,3.0555555,3.888889,3.5,2.3333335,3.1666665,2.2222225,2.9444445,2.5555555,2.3888885,4,2.722222,2.555556,2.1666665,2.333333,2.666667,5.4444445,1.8333335,2.0555555
18,2,2.277778,2.2222225,2.7222225,2.1666665,2.9444445,2.888889,2.388889,1.9444445,2.0555555,2.6111115,2.3888885,2.388889,3.8333335,3.5,2.388889,2.8333335,2.2777775,2.833333,2.611111,2.4444445,3.388889,2.2777775,2.222222,2.666667,2.388889,2.5,5.388889,1.5555555,1.722222
21,2,2.5555555,2.4444445,3.111111,2.388889,2.8888885,3.0555555,2.111111,2.111111,2,2.888889,2.222222,2.333333,4.2222225,2.9444445,2.1666665,2.888889,2.5555555,2.6666665,2.611111,2.2222225,2.944444,2,2.277778,2.333333,2.9444445,2.6666665,5.222222,1.5555555,1.277778
24,1.777778,3.0555555,2.111111,2.6666665,2.388889,2.833333,3,2.111111,2.1666665,2.1666665,2.833333,1.8888885,2.8333335,4.3333335,3.0555555,1.888889,3.1111115,2.6666665,2.833333,2.611111,2.777778,2.5555555,2.2222225,2.277778,2.666667,2.7777775,2.944444,4.277778,2.3333335,1.2777775
27,1.7777775,3,2.1666665,3.0555555,2.7777775,2.9444445,2.888889,2.833333,2.4444445,2.5,3.055556,2.2777775,2.5,4.6111115,3.6111115,1.777778,3.111111,2.722222,3.166667,2.9444445,3.0555555,2.4444445,2.611111,2.5,2.6111115,3.3333335,3.5,5.1666665,2.3333335,1.555556
30,1.888889,3.2222225,2.222222,3.111111,3.5,3.1666665,3,3.111111,2.8888885,2.5555555,3.666667,2.4444445,2.444444,5.1666665,4.5,1.5555555,3.8333335,2.5,3.0555555,3.333333,3.5555555,2.277778,2.888889,2.333333,2.777778,3.6111115,3.611111,3.944444,2.2777775,1.611111
33,1.9444445,3.5555555,2.111111,2.888889,3.944444,3.4444445,2.611111,3.388889,3.9999995,2.611111,3.666667,3.166667,2.388889,5.8333335,4.9444445,1.722222,3.777778,3.277778,3,3.777778,4.0555555,2.888889,3.388889,3.1111115,3.0555555,3.5555555,4.166667,4.055556,2.388889,2.166667
36,1.7777775,3.5555555,2.388889,2.8888885,4.111111,3.5,2.2777775,4.3333335,4,2.388889,4.222222,3.4444445,2.111111,7.222222,5.166667,2.1666665,3.9999995,4.222222,2.888889,4.5,5.055556,2.5,3.611111,3.611111,3.2222225,4.222222,3.9444445,4.277778,2.5555555,2.1666665
39,1.8333335,3.888889,2.5555555,2.333333,4.722222,4.4444445,2.6666665,5.1666665,5.277778,2.277778,4.888889,3.8888885,2.5555555,8.0555555,6.6666665,1.8333335,4.5555555,4.611111,3.1666665,5.111111,5.4444445,2.777778,4.2222225,4.222222,3.2777775,4.888889,5.222222,4.611111,2.5,2.833333
42,2.3333335,4.388889,2.611111,2.611111,5.8888885,4.7777775,2.666667,5.611111,6.3333335,2.3333335,5.8333335,4.4444445,3.555556,9.111111,7.222222,2.222222,5.3333335,5.5,3.9444445,5.388889,5.944445,3.6666665,4.944444,4.7222225,3.1666665,5.388889,5.722222,4.5,2.8333335,3.166667
45,2.388889,5,3.3333335,2.888889,6.666667,5.833333,3.3333335,6.611111,7.111111,2.5,6.388889,5.4444445,3.0555555,10.2777775,8,2.3333335,6.333333,6.8333335,3.777778,6.4444445,7.5555555,4.0555555,5.333333,5.7777775,3.3888885,5.777778,6.944444,4.5,3.1666665,3.388889
48,2.4444445,5.1666665,4.1666665,2.7777775,8,6.833333,3.2777775,8.1666665,8.4444445,2.833333,7.3333335,7.2777775,2.8333335,12.22222,10.0555535,2.5,7.055555,7.9444445,3.888889,6.9444445,8.8333335,3.8333335,6.055556,6.9444445,3.0555555,6.277778,8,4.3333335,3.7777775,4.222222
