 ,Area,Mean,Min,Max,Angle,Length
1,0.008,127.132,11.360,193.820,-147.355,0.794
2,0.008,127.132,11.360,193.820,-147.355,0.794
3,0.004,117.531,50.466,190.812,-77.471,0.384
4,0.004,117.531,50.466,190.812,-77.471,0.384
5,0.011,124.633,4.575,225.324,4.715,1.017
6,0.006,122.004,81.937,185.672,-7.667,0.546
7,0.005,127.372,69.364,171.974,62.301,0.472
8,0.005,127.372,69.364,171.974,62.301,0.472
9,0.006,128.386,97.248,162.479,114.775,0.597
10,0.006,124.235,59.049,158.403,131.987,0.561
11,0.006,126.395,7.790,227.036,56.310,0.601
12,0.004,121.530,68.976,237.756,171.027,0.409
13,0.004,121.530,68.976,237.756,171.027,0.409
14,0.006,121.679,44.065,206.336,-126.431,0.536
15,0.006,121.679,44.065,206.336,-126.431,0.536
16,0.005,131.122,68.895,209.894,-34.992,0.509
17,0.005,122.748,76.667,182.335,136.005,0.422
18,0.006,128.540,54.000,166.268,118.009,0.553
19,0.008,122.493,57.169,167.813,-16.049,0.796
20,0.007,127.265,99.469,164.533,79.216,0.665
21,0.007,127.265,99.469,164.533,79.216,0.665
22,0.005,124.828,55.099,217.631,27.150,0.453
23,0.004,117.331,14.722,239.352,95.711,0.419
24,0.004,120.892,49.875,241.046,-171.027,0.395
25,0.004,120.892,49.875,241.046,-171.027,0.395
26,0.005,128.143,0.070,237.943,59.036,0.486
27,0.007,115.627,31.280,172.473,-116.565,0.652
28,0.006,128.304,72.432,176.426,3.240,0.556
29,0.005,121.348,25.318,225.853,74.624,0.431
30,0.004,122.996,30.676,235.241,109.537,0.338
31,0.004,122.996,30.676,235.241,109.537,0.338
32,0.006,127.266,65.219,233.537,81.254,0.548
33,0.006,117.942,12.017,239.321,177.917,0.570
34,0.004,122.694,50.099,206.203,-48.240,0.393
35,0.004,122.694,50.099,206.203,-48.240,0.393
36,0.007,123.528,46.479,171.002,23.318,0.653
37,0.008,133.068,36.514,233.976,94.899,0.739
38,0.004,128.480,87.889,207.189,158.749,0.400
39,0.007,130.900,43.243,244.100,68.025,0.642
40,0.003,110.135,46.896,243.216,146.310,0.300
41,0.003,110.135,46.896,243.216,146.310,0.300
42,0.007,125.002,34.369,228.889,-46.809,0.707
43,0.007,125.002,34.369,228.889,-46.809,0.707
44,0.006,127.668,29.997,228.710,-162.979,0.536
45,0.003,124.413,34.356,235.154,69.444,0.268
46,0.003,124.413,34.356,235.154,69.444,0.268
47,0.005,136.449,49.000,228.217,-107.592,0.452
48,0.005,118.276,13.000,224.296,-173.211,0.434
49,0.005,118.276,13.000,224.296,-173.211,0.434
50,0.003,100.665,1.569,227.659,-126.469,0.297
51,0.003,100.665,1.569,227.659,-126.469,0.297
52,0.007,132.963,32.667,226.316,-177.474,0.709
