 ,Area,Mean,Min,Max,Angle,Length
1,0.006,126.509,36.403,206.502,99.130,0.591
2,0.009,125.493,20.866,204.282,121.464,0.817
3,0.007,125.138,26.549,211.959,-81.607,0.646
4,0.004,125.940,30.810,237.799,111.251,0.400
5,0.004,125.940,30.810,237.799,111.251,0.400
6,0.009,121.755,24.865,247.000,43.958,0.815
7,0.005,124.873,24.296,235.810,180.000,0.431
8,0.005,124.873,24.296,235.810,180.000,0.431
9,0.007,120.447,9.919,172.930,12.926,0.654
10,0.004,127.845,4.790,239.723,-77.125,0.371
11,0.004,127.845,4.790,239.723,-77.125,0.371
12,0.007,122.841,26.111,171.120,-79.380,0.678
13,0.005,129.349,83.428,177.857,5.080,0.474
14,0.006,119.253,7.948,215.141,-175.684,0.557
15,0.006,119.253,7.948,215.141,-175.684,0.557
16,0.006,124.938,59.000,178.570,-137.420,0.521
17,0.005,138.814,61.654,240.689,61.074,0.448
18,0.005,138.814,61.654,240.689,61.074,0.448
19,0.005,114.813,30.935,244.403,-169.695,0.466
20,0.005,114.813,30.935,244.403,-169.695,0.466
21,0.004,115.552,59.827,206.874,-93.366,0.362
22,0.004,115.552,59.827,206.874,-93.366,0.362
23,0.004,129.574,61.039,190.476,77.661,0.340
24,0.007,125.387,25.736,246.249,132.274,0.619
25,0.005,122.537,51.944,240.241,119.745,0.498
26,0.003,124.933,0.984,226.886,-37.235,0.328
27,0.003,124.933,0.984,226.886,-37.235,0.328
28,0.003,131.301,25.557,229.879,86.186,0.320
29,0.003,131.301,25.557,229.879,86.186,0.320
30,0.005,117.446,13.712,226.556,-35.395,0.478
31,0.006,128.994,27.333,241.412,-146.889,0.574
32,0.005,120.067,36.616,236.818,134.145,0.491
33,0.005,120.067,36.616,236.818,134.145,0.491
34,0.004,121.161,58.033,167.128,-91.591,0.375
35,0.004,121.161,58.033,167.128,-91.591,0.375
36,0.005,126.437,31.254,207.542,138.814,0.443
37,0.005,129.684,48.498,183.209,-43.995,0.422
38,0.005,129.373,83.651,181.496,-38.089,0.495
39,0.005,129.733,60.241,230.148,136.685,0.501
40,0.004,134.616,29.596,213.386,27.897,0.398
41,0.005,118.736,35.360,226.727,51.766,0.436
42,0.003,127.684,12.704,241.817,53.616,0.247
43,0.003,127.684,12.704,241.817,53.616,0.247
44,0.005,120.323,35.219,204.520,-36.384,0.486
45,0.003,135.913,50.850,191.778,159.444,0.268
46,0.003,135.913,50.850,191.778,159.444,0.268
47,0.004,124.055,89.039,184.346,-119.932,0.398
48,0.005,125.548,29.102,227.179,11.768,0.509
49,0.004,119.908,25.373,249.016,-33.275,0.401
50,0.004,119.908,25.373,249.016,-33.275,0.401
51,0.003,119.101,26.079,241.571,-85.914,0.293
52,0.003,119.101,26.079,241.571,-85.914,0.293
53,0.004,125.617,52.329,197.126,106.144,0.404
54,0.004,122.874,75.679,189.160,-68.839,0.343
55,0.004,122.874,75.679,189.160,-68.839,0.343
56,0.004,117.438,41.541,185.622,52.125,0.356
57,0.004,117.438,41.541,185.622,52.125,0.356
58,0.005,126.110,76.120,185.951,104.323,0.502
59,0.006,125.763,60.106,165.724,-160.907,0.571
60,0.006,130.939,39.147,200.059,22.620,0.542
61,0.006,128.135,53.872,181.752,94.399,0.543
62,0.005,125.971,59.295,198.006,-72.408,0.452
63,0.007,126.539,60.328,184.429,-31.293,0.617
64,0.007,125.528,89.958,167.000,-92.862,0.626
65,0.006,126.413,79.199,168.625,-160.615,0.589
66,0.005,121.336,61.463,174.901,70.427,0.501
67,0.005,121.336,61.463,174.901,70.427,0.501
68,0.007,135.321,12.990,230.725,-112.135,0.660
69,0.006,125.242,21.043,171.859,-53.326,0.606
70,0.006,124.607,59.323,163.897,125.074,0.597
71,0.005,124.560,54.773,163.556,-20.410,0.475
72,0.005,124.560,54.773,163.556,-20.410,0.475
73,0.006,124.445,74.881,153.769,0.000,0.556
74,0.006,124.445,74.881,153.769,0.000,0.556
75,0.005,129.656,78.220,168.810,-127.405,0.447
76,0.006,117.238,55.634,189.287,126.027,0.567
77,0.006,117.238,55.634,189.287,126.027,0.567
78,0.004,114.674,13.105,196.898,0.000,0.403
79,0.003,117.460,57.453,188.876,90.000,0.264
80,0.003,117.460,57.453,188.876,90.000,0.264
81,0.002,124.019,47.933,242.933,84.289,0.210
82,0.005,131.329,0.000,251.056,94.764,0.502
83,0.005,131.329,0.000,251.056,94.764,0.502
84,0.007,127.953,53.349,183.460,-38.367,0.633
85,0.006,127.024,70.501,187.896,56.023,0.570
86,0.006,127.278,22.364,240.762,-54.728,0.528
87,0.006,127.278,22.364,240.762,-54.728,0.528
88,0.007,124.064,29.269,223.084,-91.909,0.625
89,0.006,125.937,4.440,194.106,-141.340,0.603
90,0.006,121.872,65.000,159.778,148.109,0.555
91,0.006,126.206,46.719,210.463,40.365,0.551
92,0.006,126.206,46.719,210.463,40.365,0.551
93,0.005,118.295,75.117,154.070,-16.113,0.492
94,0.005,118.295,75.117,154.070,-16.113,0.492
95,0.005,126.329,86.402,173.952,59.470,0.467
96,0.006,124.129,60.293,173.334,-171.254,0.548
97,0.006,121.790,75.282,160.034,132.647,0.541
98,0.005,131.738,91.222,221.833,-175.236,0.502
99,0.005,131.738,91.222,221.833,-175.236,0.502
100,0.006,124.976,33.000,168.077,-19.134,0.545
