 ,Area,Mean,Min,Max,Angle,Length
1,0.009,120.832,6.800,202.421,-168.977,0.820
2,0.009,120.832,6.800,202.421,-168.977,0.820
3,0.010,126.091,9.187,220.364,65.225,0.901
4,0.007,112.674,20.319,204.704,137.021,0.629
5,0.007,112.674,20.319,204.704,137.021,0.629
6,0.007,117.232,23.465,234.682,-110.772,0.650
7,0.007,125.051,16.622,177.149,-135.000,0.707
8,0.005,130.527,69.049,218.817,-159.775,0.431
9,0.005,130.527,69.049,218.817,-159.775,0.431
10,0.006,127.287,31.022,181.645,-162.582,0.553
11,0.006,127.287,31.022,181.645,-162.582,0.553
12,0.004,107.789,30.916,197.309,11.889,0.411
13,0.004,128.374,58.280,222.933,164.249,0.418
14,0.004,128.374,58.280,222.933,164.249,0.418
15,0.005,129.736,50.436,205.683,-77.905,0.441
16,0.006,125.462,59.724,242.346,-5.013,0.600
17,0.006,125.462,59.724,242.346,-5.013,0.600
18,0.003,126.142,15.444,249.749,57.381,0.312
19,0.003,126.142,15.444,249.749,57.381,0.312
20,0.004,124.221,13.488,229.754,-126.254,0.386
21,0.004,128.217,25.313,245.000,-148.496,0.374
22,0.004,128.217,25.313,245.000,-148.496,0.374
23,0.006,129.416,75.093,208.361,-71.565,0.527
24,0.005,120.109,5.022,222.969,-33.311,0.431
25,0.006,122.172,19.587,196.501,-39.369,0.523
26,0.004,132.789,32.299,212.705,122.829,0.381
27,0.004,132.789,32.299,212.705,122.829,0.381
28,0.005,118.805,2.667,178.980,-121.185,0.467
29,0.004,128.586,36.338,195.287,55.491,0.401
30,0.004,129.980,23.593,236.607,-150.255,0.417
31,0.004,134.504,82.888,203.065,18.925,0.382
32,0.004,134.504,82.888,203.065,18.925,0.382
33,0.005,128.307,69.376,227.286,-156.615,0.423
34,0.005,128.307,69.376,227.286,-156.615,0.423
35,0.005,127.935,101.022,148.129,-45.881,0.481
36,0.006,120.727,13.363,169.035,-130.236,0.532
37,0.004,121.442,16.638,164.164,91.548,0.389
38,0.004,121.442,16.638,164.164,91.548,0.389
39,0.004,123.992,66.886,213.876,-108.435,0.395
40,0.004,123.992,66.886,213.876,-108.435,0.395
41,0.004,110.042,31.691,205.605,6.340,0.377
42,0.004,119.370,27.942,213.918,67.380,0.405
43,0.002,124.659,22.991,216.951,-45.000,0.216
44,0.002,124.659,22.991,216.951,-45.000,0.216
45,0.003,121.349,37.889,232.854,-88.025,0.306
46,0.004,127.679,19.569,209.815,173.089,0.350
47,0.006,131.906,84.512,184.111,107.745,0.553
48,0.006,127.855,95.128,185.311,18.435,0.527
49,0.006,127.855,95.128,185.311,18.435,0.527
50,0.007,125.981,35.728,172.448,7.472,0.644
51,0.006,124.772,56.025,214.061,-55.491,0.609
52,0.006,128.039,65.444,170.566,127.694,0.583
53,0.006,124.733,12.423,172.653,33.071,0.532
54,0.006,124.733,12.423,172.653,33.071,0.532
55,0.005,128.121,79.833,202.037,-78.232,0.509
56,0.005,128.121,79.833,202.037,-78.232,0.509
57,0.005,123.197,47.556,170.667,0.000,0.500
58,0.009,125.317,33.284,227.802,-87.173,0.848
59,0.005,126.116,40.667,182.333,170.754,0.450
60,0.006,121.569,52.679,183.630,27.072,0.528
61,0.005,120.029,23.196,218.912,-70.017,0.488
62,0.006,129.390,69.177,207.599,118.610,0.522
63,0.005,127.199,6.263,245.697,-104.349,0.458
64,0.004,135.037,35.000,238.333,-27.979,0.379
65,0.005,125.748,7.980,242.924,144.605,0.478
66,0.007,129.581,27.776,228.622,150.018,0.629
67,0.003,136.725,83.835,180.890,163.740,0.259
68,0.003,136.725,83.835,180.890,163.740,0.259
69,0.006,123.656,66.575,175.712,38.830,0.553
70,0.005,122.110,51.444,186.942,142.883,0.486
71,0.005,122.110,51.444,186.942,142.883,0.486
72,0.005,123.639,80.915,168.450,-23.703,0.467
73,0.005,123.639,80.915,168.450,-23.703,0.467
74,0.006,126.774,39.000,226.067,71.565,0.527
75,0.004,121.746,41.926,205.271,91.469,0.403
76,0.004,121.746,41.926,205.271,91.469,0.403
77,0.006,126.474,45.412,244.363,-142.224,0.525
78,0.005,127.228,61.822,231.016,0.000,0.444
79,0.005,124.278,59.830,203.630,-39.472,0.464
80,0.004,121.078,73.275,235.602,24.567,0.398
81,0.004,125.402,63.052,197.007,159.274,0.413
82,0.005,128.511,73.471,211.631,145.222,0.459
83,0.006,120.374,67.401,182.667,143.973,0.567
84,0.006,118.139,77.772,157.948,159.928,0.576
