,Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
0,0,9.888889,10.0,10.22222,8.777778,11.77778,11.88889,13.666670000000002,13.44444,12.55556,12.33333,12.66667,13.88889,18.0,12.55556,15.55556,15.0,12.0,10.88889,14.0,14.0,15.11111,12.77778,14.44444,12.77778,13.88889,14.0,15.333329999999998,11.77778,10.88889,11.55556
1,3,14.55556,17.22222,14.222220000000002,10.0,11.44444,12.22222,15.666670000000002,12.77778,13.55556,14.333329999999998,13.44444,12.44444,21.22222,11.66667,14.55556,14.333329999999998,11.88889,13.55556,15.0,13.11111,14.88889,14.44444,15.777779999999998,12.44444,15.666670000000002,13.777779999999998,14.11111,13.88889,10.11111,11.55556
2,6,17.11111,19.22222,14.55556,9.0,10.22222,9.111111,16.11111,12.66667,13.222220000000002,14.333329999999998,12.33333,10.0,22.22222,14.11111,13.44444,14.44444,11.0,11.44444,16.55556,15.222220000000002,16.22222,15.333329999999998,17.11111,14.0,16.77778,13.0,13.55556,13.666670000000002,10.77778,12.22222
3,9,16.55556,14.44444,11.77778,8.555555,7.777778,7.3333330000000005,16.44444,8.777778,8.333333,15.11111,11.88889,9.0,21.33333,12.66667,10.66667,14.44444,10.77778,9.222222,17.44444,12.88889,13.55556,14.666670000000002,15.222220000000002,12.11111,15.222220000000002,12.0,12.55556,13.222220000000002,8.777778,9.555555
4,12,13.11111,15.11111,7.6666669999999995,7.222222,5.888889,5.888889,12.88889,7.0,8.111111,15.777779999999998,9.111111,8.111111,22.11111,10.33333,10.44444,15.222220000000002,11.22222,7.111111,17.33333,10.66667,11.44444,15.0,15.11111,10.44444,15.222220000000002,11.44444,10.33333,13.666670000000002,7.777778,8.222222
5,15,11.77778,9.444445,6.111111,6.444445,4.777778,3.666667,12.66667,5.777778,7.888889,15.222220000000002,8.333333,7.444445,20.88889,9.444445,9.444445,14.44444,10.11111,6.3333330000000005,16.33333,10.44444,10.22222,16.0,14.11111,10.77778,14.88889,10.44444,10.66667,12.88889,7.6666669999999995,5.888889
6,18,8.666667,8.555555,3.777778,6.444445,3.4444440000000003,2.333333,12.77778,5.777778,5.555555,14.0,7.6666669999999995,7.444445,19.66667,9.777778,9.111111,15.222220000000002,10.44444,7.3333330000000005,14.11111,9.666667,10.0,15.44444,13.333329999999998,12.0,15.0,9.777778,9.777778,11.88889,6.3333330000000005,6.111111
7,21,6.555555,4.555555,2.444444,6.555555,3.222222,2.888889,13.44444,6.777778,5.444445,15.666670000000002,6.3333330000000005,7.0,21.0,8.555555,9.666667,15.0,9.111111,6.555555,14.44444,9.888889,10.33333,19.33333,12.0,11.33333,15.44444,9.555555,10.0,13.0,5.888889,6.222222
8,24,5.777778,3.5555559999999997,3.111111,7.0,3.888889,2.333333,12.66667,4.888889,4.888889,16.22222,7.0,6.888889,22.88889,8.111111,8.222222,16.0,9.0,6.888889,17.11111,8.777778,10.66667,19.55556,15.0,11.77778,16.66667,10.77778,10.55556,15.44444,6.3333330000000005,6.222222
9,27,5.777778,2.888889,1.7777779999999999,7.555555,3.0,1.222222,11.66667,6.222222,5.555555,16.66667,7.222222,5.444445,23.0,9.222222,8.444445,15.333329999999998,8.555555,6.888889,19.0,9.333333,11.0,21.77778,14.333329999999998,12.77778,21.22222,10.44444,11.11111,14.11111,6.0,6.0
10,30,3.888889,2.555556,1.222222,7.0,2.333333,1.444444,13.666670000000002,6.111111,5.6666669999999995,17.55556,6.888889,5.555555,23.0,8.555555,9.777778,17.44444,8.0,6.111111,21.44444,10.55556,13.0,25.0,14.11111,12.66667,20.88889,11.22222,11.44444,15.88889,5.777778,6.3333330000000005
11,33,4.222222,1.444444,1.0,5.222222,2.333333,1.666667,12.0,6.444445,6.444445,19.22222,6.555555,6.777778,23.55556,7.777778,10.22222,18.22222,8.555555,6.555555,23.77778,8.444445,12.11111,27.888890000000004,17.0,14.11111,22.0,12.22222,12.55556,14.44444,6.111111,7.6666669999999995
12,36,2.333333,1.666667,1.222222,7.3333330000000005,2.111111,1.555556,12.44444,7.777778,5.444445,18.44444,7.222222,5.888889,23.0,7.555555,10.22222,18.0,8.888889,6.888889,26.888890000000004,8.333333,11.88889,30.444440000000004,17.22222,14.0,25.11111,14.777779999999998,14.777779999999998,15.333329999999998,6.3333330000000005,7.6666669999999995
13,39,2.666667,1.333333,0.6666667,6.555555,2.222222,1.666667,14.44444,6.3333330000000005,6.555555,20.33333,7.444445,6.3333330000000005,24.88889,6.222222,9.0,20.0,8.444445,6.3333330000000005,28.555559999999996,9.888889,13.55556,31.22222,17.22222,15.222220000000002,28.33333,15.222220000000002,15.777779999999998,18.33333,6.555555,7.777778
14,42,2.333333,0.8888889000000001,0.5555555999999999,6.888889,2.0,1.0,17.0,6.111111,6.888889,23.33333,6.777778,6.6666669999999995,25.55556,8.333333,8.0,22.44444,8.444445,7.777778,32.0,10.11111,14.55556,38.0,18.55556,16.77778,30.444440000000004,16.33333,15.55556,20.55556,6.3333330000000005,8.111111
15,45,2.666667,1.444444,0.8888889000000001,7.444445,1.666667,1.0,18.55556,6.111111,7.6666669999999995,23.44444,6.444445,7.0,28.0,6.777778,9.444445,22.0,8.888889,8.222222,34.66667,11.66667,16.0,40.55556,18.66667,17.33333,33.88889,15.666670000000002,18.33333,20.55556,7.3333330000000005,9.111111
16,48,1.444444,0.8888889000000001,1.111111,5.6666669999999995,1.0,1.111111,17.88889,7.222222,8.222222,25.44444,9.0,8.0,27.555559999999996,7.222222,10.0,22.55556,9.444445,8.444445,37.44444,10.88889,17.0,40.66667,19.55556,18.33333,37.11111,16.88889,17.44444,25.33333,7.444445,9.111111
17,51,2.444444,0.4444444,0.6666667,6.0,1.666667,1.0,16.11111,8.555555,8.666667,25.88889,8.333333,8.0,27.66667,8.0,10.11111,24.55556,9.777778,7.6666669999999995,37.22222,11.0,18.33333,47.11111,22.44444,18.55556,41.55556,19.11111,18.77778,24.66667,8.888889,9.444445
18,54,1.888889,0.4444444,0.6666667,4.777778,1.555556,1.0,21.0,8.222222,10.0,29.888890000000004,7.777778,8.666667,29.888890000000004,9.777778,10.11111,24.66667,11.22222,8.333333,43.44444,11.88889,20.33333,51.66667,24.44444,19.33333,48.88889,21.66667,20.33333,26.77778,9.777778,8.888889
19,57,1.888889,0.3333333,0.7777778000000001,5.222222,1.333333,1.333333,23.22222,9.777778,9.555555,34.66667,9.555555,8.222222,31.111109999999996,9.777778,10.44444,28.66667,10.22222,9.666667,41.55556,14.333329999999998,20.88889,54.44444,26.77778,20.33333,51.66667,22.77778,21.22222,27.66667,11.0,10.55556
20,60,1.444444,0.8888889000000001,0.6666667,4.888889,1.333333,1.333333,23.77778,9.222222,10.11111,37.33333,8.888889,7.777778,34.33333,10.33333,9.0,29.111109999999996,12.22222,9.111111,47.55556,15.11111,21.22222,60.0,27.33333,20.44444,59.88889,21.77778,21.44444,31.111109999999996,9.888889,9.333333
21,63,1.444444,1.222222,0.7777778000000001,5.3333330000000005,1.7777779999999999,1.888889,24.44444,11.88889,11.55556,38.55556,10.33333,8.555555,36.66667,10.66667,11.66667,32.33333,13.222220000000002,9.555555,50.88889,17.55556,22.22222,69.88889,28.0,20.11111,62.88889,22.77778,21.33333,33.33333,11.0,12.22222
