,Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
10,30,0.005564677,0.002517559,0.0018779439999999999,0.024021400000000002,0.004996638,0.002012332,0.04196513,0.01830325,0.02016621,0.05483935,0.01130409,0.03523947,0.07706156,0.02721565,0.03361264,0.06196315,0.06359583,0.02868817,0.08857676,0.0326252,0.05450237,0.1657455,0.08333154,0.06670685,0.1233673,0.07131223,0.1065126,0.09555026,0.08502738,0.05934612
11,33,0.005530067,0.0015013670000000002,0.0019813639999999998,0.0244983,0.0045130940000000005,0.0025745489999999998,0.03667874,0.02231185,0.018530900000000003,0.05996937,0.008049037,0.03291654,0.06917734,0.02047683,0.03448384,0.060636800000000005,0.05075679,0.03042876,0.09804597,0.02990747,0.04954559,0.179592,0.08870155,0.0731032,0.122074,0.06924909,0.11430230000000001,0.09999414,0.06859730000000001,0.06050378
12,36,0.0032491259999999998,0.0018446970000000002,0.0012885289999999998,0.02336199,0.003736508,0.001600303,0.04549362,0.02108321,0.01692433,0.06071965,0.01013522,0.03557461,0.06392627,0.02401344,0.03568646,0.05608449,0.04691326,0.029613599999999997,0.11090219999999999,0.03435379,0.05297861,0.1876249,0.09271173,0.0768123,0.1518399,0.07304256,0.11966760000000001,0.1051896,0.07357364,0.06887948
13,39,0.003529291,0.001194608,0.001133176,0.01978264,0.002691115,0.001864479,0.04716917,0.01895501,0.02085119,0.07637092,0.009271797,0.03767355,0.07183169,0.02390311,0.03094852,0.06675354,0.04546779,0.02832495,0.1143633,0.04397379,0.05836778,0.1844687,0.085345,0.08140171,0.1655569,0.07183505,0.1303555,0.1126792,0.07267347,0.07054796
14,42,0.002777205,0.000618011,0.0009373469999999999,0.020896599999999998,0.00212927,0.0010388,0.04703152,0.02090316,0.02047434,0.06499706,0.01124698,0.03505995,0.07766156,0.02273979,0.0291661,0.07088832,0.05320901,0.03231771,0.1152396,0.03940828,0.05849977,0.19955150000000002,0.09323102,0.07766763,0.1541435,0.08300782,0.13519460000000003,0.11645760000000001,0.07168043,0.07416788
15,45,0.002622372,0.0010176360000000001,0.0011566760000000001,0.02034177,0.00216585,0.0012035680000000001,0.05245322,0.018352,0.02186058,0.07147125,0.008955365,0.03624227,0.07842508,0.01750526,0.03508680000000001,0.06530461,0.05365492,0.03193734,0.12116660000000001,0.03523926,0.06061653,0.19148489999999999,0.09662721,0.07716005,0.1592159,0.08772156,0.145506,0.11596300000000001,0.07264102,0.06820362
16,48,0.0016374270000000001,0.000798564,0.000984735,0.01529399,0.001333988,0.0014593070000000002,0.05633215,0.02327325,0.02155066,0.06540169,0.01143024,0.04037892,0.0770352,0.02000757,0.03414421,0.06947535,0.05928539,0.03310899,0.12628879999999998,0.0427473,0.05878075,0.19920020000000002,0.10043300000000001,0.07694017,0.1588503,0.09303099999999999,0.16069779999999997,0.10813930000000001,0.06723078,0.07656312
17,51,0.002107621,0.00046719800000000005,0.000701378,0.01707848,0.002368926,0.001260087,0.04830977,0.02766684,0.02530346,0.069591,0.01022022,0.04660709,0.06524365,0.02277357,0.03834639,0.06894508,0.06423257,0.03643662,0.11207370000000001,0.03891611,0.06716913,0.208019,0.1041039,0.07930943,0.1660119,0.09499767,0.1634776,0.1035705,0.05887296,0.07255016
18,54,0.0016009260000000001,0.000187716,0.000631619,0.01385731,0.002035043,0.001311482,0.05918467,0.02921654,0.03149568,0.07448446,0.01164804,0.0507016,0.06916928,0.02587841,0.03904312,0.07609456,0.06620146,0.03491136,0.11877839999999999,0.04122989,0.07324212,0.1919213,0.1125845,0.08304459,0.1813958,0.1071842,0.1679221,0.10659660000000001,0.06193806,0.07370114
19,57,0.0015248420000000002,0.00010159399999999999,0.000907806,0.0132749,0.0017503339999999999,0.001011931,0.05522906,0.03311984,0.02871036,0.07976612,0.01171834,0.05732695,0.05981821,0.02647477,0.03848431,0.07034975,0.06668139,0.03801183,0.10836980000000002,0.04620631,0.07537043,0.194523,0.1272242,0.08364525,0.17498010000000003,0.1122626,0.1704185,0.1006579,0.05832588,0.07570162
20,60,0.000810477,0.000292269,0.00042878199999999995,0.01006399,0.0018521129999999998,0.001449341,0.04872888,0.03182535,0.03369627,0.07833555,0.01182362,0.05586554,0.06428824,0.02806163,0.03974505,0.07065562,0.07135448,0.03549583,0.1096395,0.05815898,0.08598793,0.18449000000000002,0.1279268,0.09437044,0.1735181,0.1143501,0.1847469,0.1059384,0.05827293,0.07442193
21,63,0.000634887,0.000311132,0.000519706,0.01281558,0.0024325189999999997,0.001671829,0.04856417,0.04077147,0.03425249,0.0763137,0.01257333,0.06050459999999999,0.06363413,0.03195761,0.04100308,0.06300285,0.0721622,0.03773133,0.10154529999999999,0.06864619,0.08986893,0.1876038,0.12594660000000002,0.09259847,0.18115050000000002,0.1144018,0.1872287,0.1078323,0.06005258,0.08163510000000002
22,66,0.000785718,0.00029639,0.000420587,0.01198301,0.002322195,0.000806277,0.04796337,0.03597854,0.03587249,0.07427883,0.0131286,0.05614743,0.06859067,0.03259689,0.03864887,0.06254624,0.07353821,0.04619138,0.10405589999999999,0.06659067,0.09442398,0.1838461,0.1260146,0.09406013,0.18070550000000002,0.1261013,0.1881014,0.11530239999999999,0.06227585,0.08012280000000001
23,69,0.00070527,0.000239615,0.000464137,0.01084772,0.0022275479999999998,0.001595979,0.04226267,0.03914345,0.04589118,0.07395256,0.01297112,0.05159295,0.06606763,0.03641959,0.03656262,0.05940908,0.08619197,0.04803334,0.10120950000000001,0.07386681,0.0916962,0.1730001,0.1378324,0.09724378,0.1799531,0.13042089999999998,0.1933499,0.1060476,0.06852117,0.08869676
24,72,0.001091671,0.000199705,0.00044208,0.007652158,0.002525144,0.000843957,0.04627068,0.03719993,0.04240306,0.07428173,0.01209731,0.05421399,0.06067169,0.04486319999999999,0.03894633,0.06003113,0.08882825,0.04831931,0.09866666,0.07405034,0.09464689999999999,0.17395629999999998,0.1489429,0.09978716,0.1790639,0.1230242,0.1950604,0.1041862,0.07350228,0.1002388
25,75,0.000565058,0.000295667,0.000881996,0.005288037,0.001903089,0.00093492,0.03907941,0.036958099999999994,0.04146862,0.07374969,0.01467217,0.05883754,0.05934216,0.04008001,0.04457054,0.06018647,0.09527317,0.04778274,0.09775265,0.07341912,0.09295449,0.1641081,0.1532321,0.10054760000000001,0.1729911,0.1258896,0.1954136,0.10812169999999999,0.07126838,0.10386889999999999
26,78,0.000322872,0.000360235,0.0005483409999999999,0.004781917,0.002149924,0.001126312,0.04094327,0.03661247,0.0452957,0.07359287,0.01296881,0.05323444,0.05909659,0.04715836,0.05179186,0.05154008,0.09532576,0.04492583,0.1011717,0.07450476,0.100497,0.1572221,0.15264260000000002,0.1059979,0.16886020000000002,0.1208625,0.19993350000000001,0.1031884,0.08045819,0.1073535
27,81,0.000441316,0.000378866,0.000588654,0.004435113,0.0018166360000000002,0.0010969439999999999,0.04020775,0.03894901,0.04556033,0.07361553,0.01344502,0.05172425,0.057467899999999995,0.04468156,0.05283061,0.05026323,0.10322360000000001,0.03972172,0.1003985,0.07757716,0.09713104,0.1533881,0.14746289999999998,0.1094856,0.16811310000000002,0.1292369,0.21267919999999998,0.1005298,0.08086566,0.1077797
28,84,0.000538273,0.000447368,0.000466075,0.00544636,0.002023581,0.0009159319999999999,0.03893005,0.03686562,0.0515831,0.06704158,0.01279008,0.05056856,0.05349347,0.04871906,0.05475976,0.04706092,0.09352905,0.04042321,0.09932796,0.08045532,0.09766991,0.1571867,0.1595785,0.11026559999999999,0.1672101,0.1309748,0.2112819,0.1000467,0.07211054,0.10357100000000001
29,87,0.00037629,0.00042987699999999995,0.000554545,0.0040328379999999995,0.0022382879999999997,0.001391167,0.03952425,0.04318943,0.05301015,0.06569462,0.0145749,0.05040349,0.05408926,0.04620386,0.04757403,0.04715785,0.09132127,0.03797872,0.09559346,0.0785602,0.09524875,0.152602,0.1609438,0.11242629999999999,0.1760815,0.12869339999999999,0.202751,0.10464769999999998,0.07373868,0.10792360000000001
30,90,0.000266688,0.000324709,0.00070202,0.003593018,0.001988254,0.001105034,0.04041557,0.04493915,0.0481642,0.06288554,0.01367574,0.04974155,0.05423651,0.04970334,0.05030491,0.04730224,0.09310539999999999,0.0371538,0.09643075,0.07655007,0.09726813,0.15262409999999998,0.1714282,0.116468,0.1786831,0.13522379999999998,0.21650010000000003,0.1070386,0.07646093,0.1042903
31,93,0.00029120700000000003,0.000420775,0.00037843699999999997,0.002370633,0.002374736,0.0014711960000000001,0.04452625,0.04457958,0.04230492,0.06881444,0.01330942,0.05053632,0.05705824,0.04590056,0.05440117,0.04739606,0.104698,0.03559397,0.09944087,0.07851157,0.09520748,0.152469,0.17133289999999998,0.1136229,0.17937020000000004,0.13300710000000002,0.2171598,0.10403299999999999,0.07888234,0.1097934
32,96,0.000648875,0.000486344,0.00035183,0.00253922,0.002556873,0.001446195,0.04358071,0.0480092,0.04105534,0.0757456,0.01361451,0.04687797,0.06314098,0.04959428,0.05329832,0.05009025,0.1189635,0.03623256,0.10689649999999999,0.08254974,0.09064873,0.1613324,0.16454520000000003,0.1121278,0.1953966,0.1286764,0.2158461,0.1024988,0.08067933,0.107725
33,99,0.000616473,0.000450666,0.0007560889999999999,0.0026399709999999996,0.002549345,0.001363719,0.04574745,0.04997815,0.0419725,0.07931522,0.0144441,0.04513226,0.06282502,0.04991655,0.05533807,0.04908986,0.1081029,0.0385374,0.1171508,0.07943238,0.08717138,0.170146,0.1545831,0.11405050000000001,0.2040701,0.1323093,0.216629,0.11226989999999998,0.0827702,0.1112104
34,102,0.000787805,0.000462499,0.000692271,0.002457991,0.002578836,0.001477344,0.04810674,0.05063026,0.04482725,0.08063956,0.01324255,0.04673411,0.0709317,0.04863676,0.05825961,0.05119647,0.11225689999999999,0.03770456,0.1279893,0.07940867,0.08912249,0.1760787,0.1545852,0.12195270000000001,0.2196211,0.1283336,0.2263583,0.11935799999999999,0.07593498,0.11204260000000002
35,105,0.00088865,0.000767917,0.001196498,0.00284568,0.003032861,0.0013257579999999998,0.05301298,0.04904098,0.04239592,0.08825238,0.01493674,0.04786311,0.0776883,0.04974743,0.05633025,0.05552529,0.11666889999999998,0.04022442,0.14538299999999998,0.08200157,0.09082663,0.1908504,0.156904,0.1187769,0.2357187,0.13620870000000002,0.21800029999999998,0.13199260000000002,0.08002822,0.10367570000000001
36,108,0.000750613,0.000626328,0.000700368,0.002257528,0.002769518,0.001252657,0.059648900000000005,0.05415419,0.04304884,0.09701978,0.01647553,0.04548845,0.0863303,0.05009996,0.05947892,0.06209154,0.1107445,0.045243900000000004,0.1588217,0.08140922,0.09690610000000001,0.202828,0.16360039999999998,0.1236913,0.2526518,0.138945,0.22171970000000002,0.138652,0.07764785,0.1001365
37,111,0.0006993619999999999,0.000550721,0.000658545,0.00215179,0.0031274059999999997,0.00139162,0.06990753,0.0569346,0.04302021,0.1048221,0.01603047,0.04387357,0.09552159,0.06387349,0.06326651,0.07171465,0.10791880000000001,0.04216413,0.17073870000000002,0.07931112,0.09267964,0.21755059999999998,0.1610636,0.12335979999999999,0.26746,0.1408269,0.23001329999999998,0.1519532,0.08393434,0.09529278
38,114,0.000838077,0.000589591,0.000806902,0.0022712929999999997,0.0032945059999999996,0.00181462,0.07941315,0.05565919,0.04386507,0.1127532,0.01595413,0.04481381,0.1023694,0.07175076,0.06576512,0.07668257,0.10391289999999999,0.046713199999999996,0.1868307,0.09063758,0.09262106,0.23381,0.16227750000000002,0.132512,0.27657990000000005,0.14598029999999998,0.22687649999999998,0.174231,0.09512702,0.09985209
39,117,0.0007332269999999999,0.000938476,0.0013048460000000001,0.002830495,0.0039788259999999995,0.0024419479999999998,0.08957071,0.0607751,0.04154573,0.12269089999999999,0.01503264,0.04823644,0.11084369999999999,0.07354048,0.06816227,0.09082001,0.08768608,0.0408092,0.20483,0.09942463,0.1079004,0.2435437,0.1631839,0.1256471,0.2797763,0.1535381,0.1987037,0.1868125,0.09211528,0.08571925
40,120,0.000508477,0.0006852910000000001,0.000943275,0.003122925,0.0040480790000000004,0.002559102,0.09632832,0.06391272,0.04796178,0.1300463,0.01634861,0.04632981,0.11503,0.06701395,0.07108895,0.09456885,0.09140135,0.03703181,0.2119261,0.1012742,0.1124385,0.2462036,0.152925,0.1289113,0.29018649999999996,0.1558467,0.20061879999999999,0.1979588,0.09310504,0.09365314
41,123,0.000510712,0.0006099,0.000921785,0.002284092,0.003908527,0.0027266440000000003,0.10574739999999999,0.07015011,0.04787459,0.1394739,0.01693106,0.03419401,0.1200404,0.07183032,0.0707737,0.1008965,0.10216080000000001,0.03813566,0.2133272,0.10393089999999999,0.115193,0.2554821,0.1645868,0.1298565,0.29124720000000004,0.1575888,0.2032361,0.2039552,0.09049913,0.09245328
42,126,0.000710172,0.00061194,0.0012287210000000001,0.003225127,0.004798127,0.002867754,0.11091469999999999,0.07260551,0.048013,0.14689470000000002,0.01707979,0.03709913,0.12204849999999999,0.07717937,0.07171618,0.1074213,0.10537619999999999,0.04308955,0.2111675,0.1048681,0.1197068,0.2544338,0.16492120000000002,0.13009010000000001,0.2893435,0.158603,0.1953346,0.20317520000000003,0.09200812,0.09995899
43,129,0.000536893,0.0005611769999999999,0.001059529,0.002391909,0.004363754,0.002848555,0.1138469,0.07756129,0.04831315,0.1520874,0.01663452,0.03581491,0.1248364,0.07626393,0.07255225,0.1144567,0.11178310000000001,0.03650911,0.2106218,0.10376500000000001,0.1132739,0.2524704,0.1677043,0.1339892,0.29367940000000003,0.15086670000000002,0.2043044,0.206644,0.09931318,0.08915276
44,132,0.00043899300000000004,0.000546907,0.000978262,0.002345968,0.004291131,0.003271084,0.11527439999999999,0.07820830000000001,0.04631574,0.1565704,0.01667514,0.03185809,0.1232798,0.07565229,0.07718889,0.1184224,0.11340619999999998,0.03761784,0.20429260000000002,0.10554100000000001,0.1207634,0.24913470000000001,0.17606729999999998,0.1378825,0.2891665,0.1542486,0.19484970000000001,0.20604320000000004,0.09688357,0.09591743
45,135,0.000413524,0.000617611,0.000825102,0.002315431,0.004246613,0.00314107,0.1150894,0.08203927,0.04390471,0.1589474,0.01816265,0.03084225,0.121102,0.07164666,0.07899306,0.11835060000000001,0.1096162,0.0383818,0.20009200000000002,0.1099377,0.12624970000000002,0.2501732,0.17519749999999998,0.14134249999999998,0.284994,0.154803,0.1933755,0.2077261,0.09616009,0.09094459
