,Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
21,63,2.333333,0.6666667,0.6666667,3.666667,1.111111,0.6666667,59.0,16.88889,23.11111,33.88889,8.333333,10.88889,37.11111,15.777779999999998,13.44444,37.11111,17.55556,16.55556,73.11111,29.66667,22.22222,80.44444,31.555559999999996,26.66667,84.44444,48.0,32.33333,43.55556,12.33333,9.777778
22,66,4.444445,1.333333,1.222222,4.555555,1.444444,0.8888889000000001,61.0,19.44444,24.55556,41.33333,7.0,9.666667,37.33333,17.33333,12.77778,41.77778,19.88889,19.55556,84.66666,33.22222,24.66667,89.22222,31.555559999999996,30.555559999999996,98.33334,53.0,32.22222,44.33333,11.44444,12.11111
23,69,3.333333,1.444444,0.7777778000000001,4.0,1.222222,1.111111,64.55556,17.0,23.88889,38.77778,7.222222,11.22222,38.66667,18.66667,14.44444,42.88889,19.55556,17.88889,88.88889,35.55556,21.55556,96.88889,33.33333,27.77778,104.5556,52.55556,31.77778,47.33333,12.33333,11.88889
24,72,3.111111,1.888889,0.6666667,3.777778,0.8888889000000001,1.0,63.55556,19.33333,27.555559999999996,41.66667,7.555555,11.0,43.0,19.77778,15.11111,46.77778,23.66667,19.44444,93.55556,37.11111,23.0,107.1111,35.0,30.111109999999996,117.2222,54.44444,31.555559999999996,51.22222,10.88889,12.44444
25,75,3.111111,1.444444,1.0,2.888889,1.444444,1.0,68.11111,23.55556,27.0,46.11111,8.333333,9.777778,46.11111,18.55556,14.666670000000002,49.0,22.55556,20.22222,104.6667,38.0,22.55556,117.4444,33.88889,28.77778,126.7778,61.44444,31.444440000000004,57.333330000000004,11.44444,11.0
26,78,3.5555559999999997,1.333333,1.222222,3.4444440000000003,1.555556,1.222222,73.11111,23.11111,27.444440000000004,46.88889,9.888889,10.33333,48.77778,20.55556,15.777779999999998,50.22222,23.11111,20.22222,109.6667,40.33333,23.66667,122.4444,36.55556,28.77778,140.7778,63.77778000000001,32.88889,62.55556,12.77778,10.77778
27,81,3.5555559999999997,1.7777779999999999,1.111111,3.666667,1.0,1.333333,84.33334,24.66667,30.0,56.44444,9.555555,9.333333,53.333330000000004,21.44444,14.88889,51.88889,23.88889,17.77778,119.8889,40.66667,26.444440000000004,136.2222,38.55556,31.0,149.5556,68.44444,36.33333,66.22222,12.55556,12.55556
28,84,4.111111,1.666667,1.444444,4.555555,1.333333,1.444444,88.0,25.77778,32.66667,56.666669999999996,8.777778,9.888889,56.77778000000001,20.55556,15.333329999999998,58.666669999999996,23.66667,17.88889,129.7778,38.66667,25.0,142.7778,39.88889,30.22222,167.0,72.22222,34.88889,70.44444,12.0,12.44444
29,87,4.6666669999999995,2.666667,1.111111,4.3333330000000005,1.888889,2.0,96.55556,26.888890000000004,36.55556,62.44444,9.777778,10.77778,60.666669999999996,21.33333,15.333329999999998,62.22221999999999,26.11111,18.33333,142.2222,44.44444,25.22222,156.6667,42.11111,31.0,181.8889,73.77778,35.11111,76.0,13.0,12.66667
30,90,5.111111,2.666667,1.555556,4.555555,1.444444,1.888889,94.44444,31.111109999999996,36.88889,59.88889,8.777778,11.33333,63.88889,23.44444,15.666670000000002,72.22222,26.555559999999996,19.33333,155.4444,43.11111,25.22222,170.4444,44.88889,32.55556,195.3333,79.55556,36.66667,80.11111,12.0,11.77778
31,93,8.333333,3.111111,1.444444,5.444445,1.555556,1.888889,106.8889,33.44444,36.55556,65.66666,8.777778,11.22222,73.77778,25.77778,19.33333,80.22222,27.444440000000004,20.88889,167.1111,45.66667,27.33333,183.0,42.55556,34.22222,215.2222,81.77778,36.66667,89.77778,12.77778,13.55556
32,96,7.777778,3.0,1.666667,4.3333330000000005,1.888889,2.333333,113.7778,33.44444,38.0,72.55556,8.777778,10.11111,76.33334,24.33333,16.88889,81.55556,30.0,20.22222,179.6667,46.33333,28.22222,203.7778,46.11111,35.11111,234.7778,85.33334,36.66667,95.33334,14.88889,13.333329999999998
33,99,8.555555,3.333333,1.7777779999999999,3.5555559999999997,2.222222,2.333333,131.6667,35.0,40.22222,80.44444,9.333333,10.77778,87.11111,26.555559999999996,19.88889,90.0,29.111109999999996,19.44444,206.2222,49.77778,27.555559999999996,226.1111,48.44444,35.77778,254.4444,92.11111,36.77778,104.1111,14.333329999999998,13.0
34,102,9.111111,2.777778,2.666667,3.4444440000000003,2.222222,2.666667,147.8889,38.77778,43.33333,88.33334,10.0,10.55556,87.44444,27.111109999999996,19.55556,100.7778,30.77778,22.66667,226.0,50.11111,30.33333,238.2222,45.44444,33.33333,284.7778,89.11111,40.77778,112.4444,14.11111,12.66667
35,105,6.111111,4.0,2.0,5.0,2.0,2.666667,170.0,38.11111,47.33333,92.88889,9.111111,11.22222,103.6667,28.66667,19.33333,107.8889,30.77778,21.55556,245.6667,51.33333,33.11111,260.3333,50.0,34.55556,296.4445,95.55556,44.22222,125.1111,16.22222,12.66667
36,108,5.555555,3.666667,3.111111,4.222222,2.444444,3.0,189.5556,42.88889,51.11111,108.5556,9.0,12.11111,112.6667,28.77778,21.0,126.4444,32.33333,22.55556,279.6667,53.666669999999996,35.22222,274.5555,51.33333,35.33333,319.5555,100.4444,42.88889,146.5556,15.0,13.55556
37,111,6.555555,5.111111,3.222222,5.0,2.666667,2.666667,209.0,46.22222,49.88889,118.5556,10.0,11.77778,125.6667,30.888890000000004,18.88889,143.4444,31.66667,23.55556,294.5555,53.333330000000004,37.55556,296.3333,52.77778000000001,33.88889,332.2222,103.7778,46.33333,166.4444,16.55556,13.11111
38,114,5.3333330000000005,5.111111,3.333333,6.3333330000000005,2.666667,2.777778,219.6667,50.88889,53.44444,130.2222,10.0,13.0,138.4444,32.88889,18.55556,160.7778,34.33333,23.33333,302.1111,53.88889,37.88889,305.3333,53.666669999999996,39.0,331.8889,107.5556,46.66667,182.8889,14.777779999999998,12.66667
39,117,4.777778,5.0,3.666667,7.777778,2.666667,2.555556,229.3333,53.55556,58.44444,141.2222,9.666667,13.88889,147.3333,33.77778,18.66667,168.1111,35.55556,24.66667,305.5555,57.22221999999999,34.66667,327.1111,57.44444,37.11111,343.6667,111.5556,48.55556,192.5556,15.88889,13.333329999999998
40,120,4.777778,4.3333330000000005,3.111111,4.6666669999999995,2.888889,2.777778,233.5556,56.22221999999999,57.666669999999996,161.2222,10.44444,13.333329999999998,152.0,36.66667,21.0,177.3333,37.11111,25.22222,313.3333,58.88889,35.0,329.1111,58.0,38.0,343.5555,113.0,47.22222,203.1111,16.0,12.66667
41,123,3.0,5.777778,2.888889,6.444445,2.888889,2.888889,230.1111,58.22221999999999,58.77778000000001,165.3333,10.66667,13.333329999999998,161.5556,37.77778,22.77778,190.0,39.0,26.66667,315.2222,59.22221999999999,38.0,332.6667,60.55556,42.77778,345.4445,113.2222,52.11111,209.4444,15.333329999999998,13.0
42,126,4.111111,4.555555,3.5555559999999997,6.222222,3.222222,2.555556,227.3333,63.22221999999999,60.333330000000004,176.5556,10.55556,13.222220000000002,167.2222,39.77778,23.88889,197.5556,39.0,27.888890000000004,313.0,63.11111,39.66667,348.0,62.88889,43.0,351.7778,116.7778,54.77778000000001,214.5556,15.44444,12.44444
43,129,3.222222,5.222222,3.666667,6.888889,2.777778,2.888889,223.4444,66.55556,65.11111,174.2222,12.88889,14.666670000000002,165.3333,44.33333,22.55556,202.6667,40.55556,30.66667,313.2222,63.88889,40.44444,353.4445,63.55556,43.88889,348.4445,116.0,52.44444,221.7778,15.0,12.88889
44,132,4.111111,5.6666669999999995,3.888889,7.3333330000000005,3.0,2.777778,216.5556,72.88889,67.66666,181.1111,11.44444,15.222220000000002,174.3333,45.88889,23.88889,206.7778,41.66667,30.22222,305.7778,68.33334,42.33333,354.5555,67.33334,43.77778,354.6667,122.7778,53.77778000000001,225.3333,15.44444,15.55556
45,135,4.111111,5.888889,5.444445,7.111111,3.111111,2.888889,212.2222,74.44444,66.11111,176.4444,12.88889,18.0,166.4444,46.55556,24.22222,205.8889,42.88889,30.0,304.7778,73.22222,42.22222,351.6667,70.55556,44.77778,348.0,121.6667,55.333330000000004,218.5556,15.222220000000002,15.55556
46,138,4.0,5.111111,5.555555,6.888889,3.5555559999999997,4.111111,207.7778,78.77778,64.66666,189.8889,14.222220000000002,17.66667,167.8889,49.44444,26.11111,209.0,48.77778,31.111109999999996,302.1111,75.44444,43.33333,353.1111,72.33334,47.11111,355.8889,125.6667,57.22221999999999,223.4444,16.55556,15.222220000000002
47,141,5.0,7.3333330000000005,4.888889,8.333333,4.3333330000000005,4.444445,205.7778,78.77778,68.88889,198.4444,13.777779999999998,18.22222,172.3333,58.333330000000004,25.55556,215.0,49.44444,32.77778,307.5555,79.66666,46.22222,359.7778,71.77778,50.11111,362.7778,130.3333,61.88889,228.4444,18.0,15.44444
48,144,4.222222,7.6666669999999995,6.222222,8.222222,4.222222,5.111111,198.0,81.22222,71.33334,186.3333,15.222220000000002,20.22222,168.5556,57.88889,27.66667,216.4444,52.55556,35.88889,293.0,83.22222,49.22222,346.3333,75.0,54.22221999999999,347.3333,133.7778,59.77778000000001,219.8889,16.44444,17.33333
49,147,4.777778,9.222222,6.222222,7.6666669999999995,4.6666669999999995,5.111111,194.5556,86.55556,75.0,182.3333,15.777779999999998,21.44444,165.3333,56.55556,28.0,210.6667,52.22222,36.0,286.8889,81.44444,50.22222,338.4445,76.33334,52.666669999999996,334.3333,138.0,62.11111,215.7778,16.33333,17.55556
50,150,5.777778,9.333333,7.444445,8.111111,5.111111,5.3333330000000005,191.6667,92.44444,76.66666,186.1111,16.0,22.33333,166.7778,57.11111,29.33333,207.2222,54.666669999999996,39.0,281.2222,87.11111,52.55556,328.4445,78.22222,54.77778000000001,337.8889,138.5556,61.333330000000004,214.2222,17.66667,18.22222
51,153,6.0,9.555555,6.777778,8.666667,5.222222,5.3333330000000005,192.6667,91.22222,75.11111,183.4444,17.22222,23.77778,160.3333,59.666669999999996,29.66667,206.0,55.11111,37.66667,285.7778,85.11111,55.666669999999996,328.3333,78.0,56.11111,325.7778,144.7778,64.11111,216.0,16.44444,18.0
52,156,6.444445,9.777778,7.888889,8.777778,5.444445,6.444445,188.5556,93.88889,77.0,184.6667,17.77778,22.77778,160.8889,60.11111,30.33333,204.7778,55.44444,38.0,283.6667,84.77778,56.22221999999999,332.7778,77.88889,58.22221999999999,327.6667,143.5556,62.666669999999996,215.1111,16.77778,17.77778
53,159,6.3333330000000005,10.55556,7.444445,8.111111,6.0,6.0,185.5556,91.33334,78.88889,179.6667,18.0,23.88889,158.6667,60.55556,32.22222,200.1111,53.88889,38.55556,274.7778,86.22222,55.0,326.0,78.0,58.88889,309.8889,148.7778,67.33334,208.1111,16.33333,19.33333
