,Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
0,27,0.016304708,0.01921823,0.00203946,0.042280980999999995,0.016352956000000002,0.032287461,0.15852190300000002,0.13649502300000002,0.172396672,0.08865378,0.051688093,0.094221024,0.111595264,0.07225401599999999,0.08547675,0.124652073,0.157132333,0.13894663599999998,0.194021417,0.16360055099999998,0.196593249,0.37986651899999996,0.270496475,0.30517348899999996,0.269949357,0.405084399,0.285192946,0.22679038899999998,0.128848864,0.178694128
1,30,0.00891269,0.015175571,0.001807038,0.030393794,0.009318685,0.023731604,0.141702475,0.12264278,0.15263456,0.093417185,0.04781085,0.09256420800000001,0.10959153699999999,0.064698893,0.077563373,0.11809408800000001,0.12974334,0.120476496,0.17677117899999997,0.153214455,0.164560332,0.337237962,0.25195037,0.274160337,0.259603859,0.37553196,0.259660765,0.215299529,0.12700984199999998,0.189103665
2,33,0.011779771999999999,0.014569726000000002,0.001889466,0.030584315,0.007369232,0.024275909,0.13457496300000002,0.11654709,0.159047765,0.094932879,0.046398460999999995,0.093724926,0.113009734,0.06409667599999999,0.08124856400000001,0.114993739,0.145353163,0.125037685,0.198866199,0.152457611,0.162907251,0.356411424,0.25141940399999996,0.27603393600000004,0.24799525,0.346035325,0.282314792,0.215185634,0.144235362,0.187797557
3,36,0.010092383,0.011806042,0.0023004839999999998,0.022901877999999997,0.00650389,0.013555848999999998,0.107216064,0.10978663,0.142657164,0.09822165,0.040675404,0.08955306099999999,0.101604864,0.06475244299999999,0.078614129,0.108997505,0.136918415,0.120132019,0.189767768,0.129496194,0.15161869,0.337571788,0.230978785,0.271596554,0.22045843199999998,0.335692734,0.268859656,0.186213933,0.125588377,0.175864436
4,39,0.007872051,0.01246143,0.002803895,0.02458109,0.005851259,0.013159258,0.118373146,0.10854271900000001,0.145608519,0.094692532,0.04340163599999999,0.08893327699999999,0.09939744699999999,0.072645153,0.082832713,0.106251736,0.163635518,0.11747491199999999,0.18461009,0.134019854,0.140560582,0.339679045,0.233851313,0.271762987,0.241500021,0.33054173,0.28729145100000003,0.193406971,0.13719334800000002,0.175270502
5,42,0.003628935,0.009122768,0.004066753,0.029065845,0.014253258999999999,0.002377446,0.11295131,0.100672308,0.157472625,0.11589532699999999,0.042156107000000005,0.09971268,0.104388415,0.058942095,0.064914074,0.160465085,0.174435327,0.11636568800000001,0.19005060699999998,0.121724432,0.139934541,0.34941324100000004,0.230671252,0.27295760399999996,0.25327679,0.315260516,0.275289661,0.208424521,0.147102653,0.192068135
6,45,0.00246274,0.007747927,0.003583619,0.024990224,0.009162309,0.001064696,0.109075024,0.103659637,0.161180113,0.11756919,0.040632697,0.096996656,0.100636702,0.062360045999999995,0.061073419000000004,0.16100878300000002,0.180804044,0.119012342,0.17284466199999998,0.112539662,0.139562055,0.336312884,0.23067965899999998,0.274259182,0.251584805,0.329491759,0.291333927,0.200526587,0.144898537,0.187697335
7,48,0.0016565579999999998,0.0051002370000000005,0.0034420759999999996,0.021009893999999998,0.006826766999999999,0.00298761,0.10003395699999999,0.10144491300000001,0.156714228,0.10540599199999999,0.039926154,0.09617556099999999,0.092275502,0.054868559000000004,0.054937552,0.148891191,0.165617184,0.108539612,0.163535262,0.114719528,0.142789391,0.29840097,0.212332569,0.26292117800000003,0.242295449,0.30160341,0.276754769,0.19452998100000002,0.13953126300000002,0.195081925
8,51,0.00118,0.005562914,0.0032582979999999998,0.021653101,0.006777526,0.001149066,0.08872741199999999,0.112877075,0.162789613,0.111352159,0.042580442,0.094444004,0.096081556,0.067359499,0.064178465,0.128809187,0.17167355399999998,0.116230184,0.16423131900000001,0.112989865,0.148902043,0.300939275,0.21155907399999999,0.274846678,0.25209617,0.326586893,0.279502785,0.18673372800000002,0.159607245,0.205181048
9,54,0.001144216,0.0038492609999999997,0.003391337,0.017040915,0.00458975,0.001855664,0.079993574,0.111442265,0.16937976100000002,0.10178024699999999,0.04258692099999999,0.09378272,0.093227009,0.06899003,0.068440936,0.133819319,0.17110611399999998,0.115379161,0.151539035,0.113788267,0.140423662,0.272768049,0.209143003,0.27314461100000004,0.23960774899999998,0.297893111,0.277044901,0.161888552,0.158090351,0.196589795
