,Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
0,0,0.1888261,0.192304,0.18853689999999998,0.1988095,0.1784579,0.18377420000000003,0.1669151,0.158128,0.1523614,0.223504,0.1368427,0.21120010000000003,0.20811190000000002,0.171374,0.1858069,0.300888,0.1819807,0.1801404,0.23544479999999998,0.1655896,0.22460589999999997,0.2566308,0.2354911,0.2202044,0.3063059,0.3388707,0.3064995,0.27314299999999997,0.2349961,0.2413388
1,3,0.10279210000000001,0.10084510000000001,0.08800639,0.09842028,0.07374968,0.06557084,0.09912977,0.07803895,0.07769239,0.127137,0.06068687,0.08386002,0.1119569,0.09217404,0.09123423,0.15402939999999998,0.1022291,0.09117528,0.1365183,0.08836544,0.1263494,0.1604645,0.12811660000000002,0.1384151,0.20588850000000003,0.2173215,0.1868011,0.1727325,0.11064569999999999,0.129116
2,6,0.05964376,0.06391247,0.052272000000000006,0.04791071,0.04286526,0.02737679,0.0775328,0.05327721,0.05233907,0.09233776,0.03957549,0.04309139,0.09805078,0.06002233,0.06725122,0.1185031,0.09257919,0.06081698,0.09786323,0.06816257,0.09112856,0.1313152,0.12489489999999999,0.08938088,0.1616535,0.18249010000000002,0.1606341,0.15928470000000003,0.07832882,0.08200794
3,9,0.04214076,0.03112303,0.0219141,0.03446938,0.01376774,0.01548641,0.06799623,0.03638107,0.03882402,0.08114494,0.03239935,0.03714998,0.08234438,0.05142076,0.0509278,0.1070846,0.08798753,0.05666034,0.08313099,0.06145675,0.05046662,0.12831230000000002,0.1041098,0.09473480000000001,0.15468929999999997,0.16395810000000002,0.1634374,0.1304109,0.06300022,0.05925243
4,12,0.02925813,0.01900323,0.01255343,0.02903105,0.009974387,0.008608763,0.06187522,0.03288816,0.036557099999999995,0.06392091,0.03397794,0.03387302,0.08645426,0.04157494,0.04488714,0.09386662,0.07102962,0.04760027,0.07697631,0.0611932,0.05360453,0.1235521,0.1112432,0.09007775,0.1520466,0.1538059,0.1531779,0.1250588,0.05454947,0.04857729
5,15,0.01701104,0.01543362,0.008937904,0.02557171,0.008612379,0.006784239,0.06260031,0.0292562,0.03825741,0.06225581,0.03357279,0.04034115,0.07839565,0.04200802,0.051461,0.11130839999999999,0.06437465,0.04617706,0.0886958,0.06169707,0.05051379,0.1444751,0.1176045,0.09715748,0.143729,0.1543315,0.15958540000000002,0.1250135,0.05641276,0.04984786
6,18,0.01395786,0.01058382,0.00547825,0.01353316,0.004773816,0.006103595,0.05516617,0.02904548,0.03542135,0.06583074,0.02746991,0.04040978,0.08608627,0.04662167,0.06187437,0.1074683,0.06537973,0.04588985,0.07856109,0.06236501,0.0429122,0.1334425,0.11469660000000001,0.09590167,0.13814200000000001,0.1542127,0.13987829999999998,0.1229927,0.05207025,0.04492784
7,21,0.009027457,0.008826905,0.004755005,0.01539702,0.004461980999999999,0.0043659829999999995,0.06732085,0.03263154,0.03568229,0.0654644,0.02855977,0.03836731,0.08645069,0.04438161,0.06015331,0.11003610000000001,0.06628803,0.04174755,0.09710938,0.0628991,0.04401232,0.1432125,0.1029507,0.09284523,0.14924289999999998,0.1667874,0.14116629999999997,0.13251729999999998,0.05356236,0.04769291
8,24,0.007308467,0.008992939,0.002918461,0.01299856,0.0051993659999999995,0.004573552,0.06182050000000001,0.03646133,0.03818668,0.06850729,0.03101967,0.04446666,0.08487473,0.04544437,0.06134129,0.1002319,0.07041836,0.03921197,0.09806801,0.07139149,0.04099031,0.15865579999999999,0.10363620000000001,0.09136985,0.1587709,0.1709872,0.1503745,0.13427479999999997,0.05690397,0.0397784
9,27,0.004765791,0.007685564000000001,0.003174518,0.01209268,0.0065578830000000005,0.003959622,0.06851408,0.02749348,0.04088444,0.07128674,0.02380634,0.04653199,0.08583198,0.04708347,0.06015985,0.1064872,0.07287496,0.04170719999999999,0.11310819999999999,0.07327413,0.04612486,0.16832950000000002,0.1066664,0.08948939,0.15760760000000001,0.1822721,0.1652273,0.1379392,0.058857400000000004,0.03630826
10,30,0.004132345,0.006389959000000001,0.002448665,0.01221314,0.005175127,0.00278715,0.07768234,0.02781621,0.0417741,0.06928696,0.0309863,0.04696936,0.08683209,0.04356485,0.05752961,0.11232750000000001,0.0729003,0.03979449,0.1315932,0.06967607,0.04949121,0.17055810000000002,0.11365370000000001,0.09101966,0.164875,0.1918799,0.1610297,0.1452408,0.0516085,0.03425723
11,33,0.003898718,0.004889828,0.001605499,0.01428619,0.00447716,0.0032401659999999996,0.08170861,0.02528808,0.04020318,0.07553652,0.03060907,0.04510469,0.09098905,0.04342606,0.04916635,0.11617380000000001,0.07381395,0.04046803,0.12824739999999998,0.06663202,0.04778695,0.1821296,0.1214779,0.08801355,0.164495,0.1881346,0.1670595,0.1406024,0.05199803,0.03992381
12,36,0.0032316040000000003,0.004501214,0.0014114029999999999,0.01037,0.004406594000000001,0.001814805,0.07308742,0.0251121,0.040631099999999996,0.08521363,0.03407947,0.04704174,0.09405119999999999,0.04127868,0.04613116,0.1130539,0.06464878,0.04512212,0.13227579999999997,0.06487861,0.04657391,0.1816566,0.12015639999999998,0.09713546,0.17336020000000002,0.19360139999999998,0.1699751,0.1655408,0.04758601,0.03370551
13,39,0.005165624000000001,0.0035703040000000003,0.0014195260000000002,0.01164362,0.003950471,0.0019159429999999998,0.07913523,0.026275200000000002,0.040987,0.09631088,0.02944626,0.04579356,0.09882066,0.04227925,0.05079651,0.12341760000000002,0.06942341,0.04057178,0.14852839999999998,0.06828887,0.04978608,0.18843279999999998,0.1222391,0.1045683,0.1790727,0.1947554,0.1832406,0.1668561,0.05211834,0.03750279
14,42,0.002181932,0.003511272,0.00025937299999999997,0.007899122,0.004572939,0.001554011,0.08158091,0.02561686,0.04321333,0.10193569999999999,0.02649957,0.04927691,0.0816123,0.04928388,0.06621478,0.1205923,0.06523433,0.04540571,0.150764,0.07049873,0.05181289,0.17396810000000001,0.1398531,0.1038914,0.1769709,0.21614450000000002,0.1770004,0.17337,0.06311539,0.04334753
